participant,Welcome_Screen:1,participant_code:1,age:1,gender:1,handedness:1,education:1,income:1,computer_hours:1,wcst_task:1,n_back_task:1,corsi_block_span_task:1,fitts_law:1,navon_task:1,TIME_start,TIME_end,TIME_total
s.171d936d-df47-4661-b42c-85d2387903a0.txt,welcome_screen.2021-05-25-1630.data.171d936d-df47-4661-b42c-85d2387903a0.txt,139762,33,1,2,4,7,27,"","","","","",2021-05-25-16-27,"",""
s.f9c32717-e30e-4a7f-b77b-4d275b24e1bd.txt,welcome_screen.2021-05-25-1557.data.f9c32717-e30e-4a7f-b77b-4d275b24e1bd.txt,720294,29,2,1,4,5,4,WCST_Task.2021-05-25-1605.data.f9c32717-e30e-4a7f-b77b-4d275b24e1bd.txt,N_Back_Task.2021-05-25-1613.data.f9c32717-e30e-4a7f-b77b-4d275b24e1bd.txt,Corsi_Block_Span_Task.2021-05-25-1614.data.f9c32717-e30e-4a7f-b77b-4d275b24e1bd.txt,Fitts_Law.2021-05-25-1616.data.f9c32717-e30e-4a7f-b77b-4d275b24e1bd.txt,Navon_Task.2021-05-25-1621.data.f9c32717-e30e-4a7f-b77b-4d275b24e1bd.txt,2021-05-25-15-56,2021-05-25-16-21,25,
s.79163f00-c0ec-495e-a51b-db262c7098f0.txt,welcome_screen.2021-05-25-1729.data.79163f00-c0ec-495e-a51b-db262c7098f0.txt,873417,23,1,1,2,5,40,WCST_Task.2021-05-25-1737.data.79163f00-c0ec-495e-a51b-db262c7098f0.txt,N_Back_Task.2021-05-25-1742.data.79163f00-c0ec-495e-a51b-db262c7098f0.txt,Corsi_Block_Span_Task.2021-05-25-1743.data.79163f00-c0ec-495e-a51b-db262c7098f0.txt,Fitts_Law.2021-05-25-1744.data.79163f00-c0ec-495e-a51b-db262c7098f0.txt,Navon_Task.2021-05-25-1747.data.79163f00-c0ec-495e-a51b-db262c7098f0.txt,2021-05-25-17-29,2021-05-25-17-47,18,
s.41022fb6-3b55-4809-931a-b09aad4e4429.txt,welcome_screen.2021-05-25-1645.data.41022fb6-3b55-4809-931a-b09aad4e4429.txt,991249,29,1,1,3,6,58,"","","","","",2021-05-25-16-45,"",""
s.238e5966-9491-49e8-b2c6-b13f1adc16c2.txt,"","","","","","","","","","","","","",2021-05-25-16-43,"",""
s.c8e51874-6af8-46d5-a498-8f77329d83df.txt,welcome_screen.2021-05-25-1603.data.c8e51874-6af8-46d5-a498-8f77329d83df.txt,440362,"","","","","","","","","","","",2021-05-25-16-03,"",""
s.de2b4783-be8f-4c6e-a0a9-9dd4438b396c.txt,welcome_screen.2021-05-25-1559.data.de2b4783-be8f-4c6e-a0a9-9dd4438b396c.txt,130501,32,1,2,2,7,46,WCST_Task.2021-05-25-1612.data.de2b4783-be8f-4c6e-a0a9-9dd4438b396c.txt,N_Back_Task.2021-05-25-1617.data.de2b4783-be8f-4c6e-a0a9-9dd4438b396c.txt,Corsi_Block_Span_Task.2021-05-25-1618.data.de2b4783-be8f-4c6e-a0a9-9dd4438b396c.txt,Fitts_Law.2021-05-25-1620.data.de2b4783-be8f-4c6e-a0a9-9dd4438b396c.txt,Navon_Task.2021-05-25-1623.data.de2b4783-be8f-4c6e-a0a9-9dd4438b396c.txt,2021-05-25-15-55,2021-05-25-16-23,28,
s.8acbe160-4998-45e2-a799-9463abffd5fd.txt,welcome_screen.2021-05-25-1719.data.8acbe160-4998-45e2-a799-9463abffd5fd.txt,299933,27,1,1,3,8,87,WCST_Task.2021-05-25-1728.data.8acbe160-4998-45e2-a799-9463abffd5fd.txt,N_Back_Task.2021-05-25-1733.data.8acbe160-4998-45e2-a799-9463abffd5fd.txt,Corsi_Block_Span_Task.2021-05-25-1735.data.8acbe160-4998-45e2-a799-9463abffd5fd.txt,Fitts_Law.2021-05-25-1740.data.8acbe160-4998-45e2-a799-9463abffd5fd.txt,Navon_Task.2021-05-25-1743.data.8acbe160-4998-45e2-a799-9463abffd5fd.txt,2021-05-25-17-19,2021-05-25-17-43,24,
s.4bc0d789-d431-414a-89da-8ce7a93f67d6.txt,welcome_screen.2021-05-29-2156.data.4bc0d789-d431-414a-89da-8ce7a93f67d6.txt,864636,34,2,1,3,4,3,WCST_Task.2021-05-29-2204.data.4bc0d789-d431-414a-89da-8ce7a93f67d6.txt,N_Back_Task.2021-05-29-2255.data.4bc0d789-d431-414a-89da-8ce7a93f67d6.txt,Corsi_Block_Span_Task.2021-05-29-2303.data.4bc0d789-d431-414a-89da-8ce7a93f67d6.txt,Fitts_Law.2021-05-29-2304.data.4bc0d789-d431-414a-89da-8ce7a93f67d6.txt,Navon_Task.2021-05-29-2307.data.4bc0d789-d431-414a-89da-8ce7a93f67d6.txt,2021-05-29-21-31,2021-05-29-23-07,96,
s.ebcdbf8e-6b16-40a4-a15c-940eaf081cfc.txt,welcome_screen.2021-05-25-1556.data.ebcdbf8e-6b16-40a4-a15c-940eaf081cfc.txt,247707,25,2,1,3,8,26,WCST_Task.2021-05-25-1607.data.ebcdbf8e-6b16-40a4-a15c-940eaf081cfc.txt,N_Back_Task.2021-05-25-1614.data.ebcdbf8e-6b16-40a4-a15c-940eaf081cfc.txt,Corsi_Block_Span_Task.2021-05-25-1615.data.ebcdbf8e-6b16-40a4-a15c-940eaf081cfc.txt,Fitts_Law.2021-05-25-1617.data.ebcdbf8e-6b16-40a4-a15c-940eaf081cfc.txt,Navon_Task.2021-05-25-1620.data.ebcdbf8e-6b16-40a4-a15c-940eaf081cfc.txt,2021-05-25-15-55,2021-05-25-16-20,25,
s.1d3e44f1-fc9d-45e9-a6ed-281a185de9f4.txt,welcome_screen.2021-05-25-1554.data.1d3e44f1-fc9d-45e9-a6ed-281a185de9f4.txt,136469,20,1,1,3,7,82,WCST_Task.2021-05-25-1603.data.1d3e44f1-fc9d-45e9-a6ed-281a185de9f4.txt,N_Back_Task.2021-05-25-1608.data.1d3e44f1-fc9d-45e9-a6ed-281a185de9f4.txt,Corsi_Block_Span_Task.2021-05-25-1610.data.1d3e44f1-fc9d-45e9-a6ed-281a185de9f4.txt,Fitts_Law.2021-05-25-1611.data.1d3e44f1-fc9d-45e9-a6ed-281a185de9f4.txt,Navon_Task.2021-05-25-1614.data.1d3e44f1-fc9d-45e9-a6ed-281a185de9f4.txt,2021-05-25-15-54,2021-05-25-16-14,20,
s.00587bda-4421-4c71-911a-5fcff4b6c877.txt,"","","","","","","","","","","","","",2021-05-25-17-41,"",""
s.aecf84e7-9838-49dd-84a0-2d3aa3e0636a.txt,welcome_screen.2021-05-25-1624.data.aecf84e7-9838-49dd-84a0-2d3aa3e0636a.txt,250040,20,1,1,2,5,6,WCST_Task.2021-05-25-1632.data.aecf84e7-9838-49dd-84a0-2d3aa3e0636a.txt,N_Back_Task.2021-05-25-1637.data.aecf84e7-9838-49dd-84a0-2d3aa3e0636a.txt,Corsi_Block_Span_Task.2021-05-25-1638.data.aecf84e7-9838-49dd-84a0-2d3aa3e0636a.txt,Fitts_Law.2021-05-25-1639.data.aecf84e7-9838-49dd-84a0-2d3aa3e0636a.txt,Navon_Task.2021-05-25-1643.data.aecf84e7-9838-49dd-84a0-2d3aa3e0636a.txt,2021-05-25-16-24,2021-05-25-16-43,19,
s.5e0d8e67-13be-40f8-bd63-7ef6b68d1eda.txt,welcome_screen.2021-05-25-1558.data.5e0d8e67-13be-40f8-bd63-7ef6b68d1eda.txt,174705,41,1,1,2,5,10,WCST_Task.2021-05-25-1606.data.5e0d8e67-13be-40f8-bd63-7ef6b68d1eda.txt,N_Back_Task.2021-05-25-1611.data.5e0d8e67-13be-40f8-bd63-7ef6b68d1eda.txt,Corsi_Block_Span_Task.2021-05-25-1613.data.5e0d8e67-13be-40f8-bd63-7ef6b68d1eda.txt,Fitts_Law.2021-05-25-1614.data.5e0d8e67-13be-40f8-bd63-7ef6b68d1eda.txt,Navon_Task.2021-05-25-1617.data.5e0d8e67-13be-40f8-bd63-7ef6b68d1eda.txt,2021-05-25-15-58,2021-05-25-16-17,19,
s.771c0d38-7a8a-47b0-87cc-f68d5e450f06.txt,welcome_screen.2021-05-25-1650.data.771c0d38-7a8a-47b0-87cc-f68d5e450f06.txt,943946,18,1,2,4,4,30,"","","","","",2021-05-25-16-50,"",""
s.9c6c1670-6d9b-4610-83dd-6858a7f4ecba.txt,welcome_screen.2021-05-25-1556.data.9c6c1670-6d9b-4610-83dd-6858a7f4ecba.txt,169564,36,1,1,3,8,77,"","","","","",2021-05-25-15-56,"",""
s.1613436a-1cc4-49ba-b481-c4e857460d0f.txt,welcome_screen.2021-05-25-1616.data.1613436a-1cc4-49ba-b481-c4e857460d0f.txt,438446,57,2,1,2,4,26,WCST_Task.2021-05-25-1625.data.1613436a-1cc4-49ba-b481-c4e857460d0f.txt,N_Back_Task.2021-05-25-1630.data.1613436a-1cc4-49ba-b481-c4e857460d0f.txt,Corsi_Block_Span_Task.2021-05-25-1632.data.1613436a-1cc4-49ba-b481-c4e857460d0f.txt,Fitts_Law.2021-05-25-1633.data.1613436a-1cc4-49ba-b481-c4e857460d0f.txt,Navon_Task.2021-05-25-1636.data.1613436a-1cc4-49ba-b481-c4e857460d0f.txt,2021-05-25-16-16,2021-05-25-16-36,20,
s.6c2ad464-4b00-49f8-8691-9eae775e6136.txt,"","","","","","","","","","","","","",2021-05-25-16-11,"",""
s.c9c9517d-55a5-4844-b790-e5c71ae242ff.txt,welcome_screen.2021-05-29-2331.data.c9c9517d-55a5-4844-b790-e5c71ae242ff.txt,196015,69,2,1,4,6,10,WCST_Task.2021-05-29-2340.data.c9c9517d-55a5-4844-b790-e5c71ae242ff.txt,N_Back_Task.2021-05-29-2345.data.c9c9517d-55a5-4844-b790-e5c71ae242ff.txt,Corsi_Block_Span_Task.2021-05-29-2346.data.c9c9517d-55a5-4844-b790-e5c71ae242ff.txt,Fitts_Law.2021-05-29-2347.data.c9c9517d-55a5-4844-b790-e5c71ae242ff.txt,Navon_Task.2021-05-29-2352.data.c9c9517d-55a5-4844-b790-e5c71ae242ff.txt,2021-05-29-23-30,2021-05-29-23-52,22,
s.91f4b78c-033a-49e4-871a-499b04df67c8.txt,welcome_screen.2021-05-29-2144.data.91f4b78c-033a-49e4-871a-499b04df67c8.txt,807208,28,1,1,4,5,64,WCST_Task.2021-05-29-2201.data.91f4b78c-033a-49e4-871a-499b04df67c8.txt,N_Back_Task.2021-05-29-2206.data.91f4b78c-033a-49e4-871a-499b04df67c8.txt,Corsi_Block_Span_Task.2021-05-29-2208.data.91f4b78c-033a-49e4-871a-499b04df67c8.txt,Fitts_Law.2021-05-29-2210.data.91f4b78c-033a-49e4-871a-499b04df67c8.txt,Navon_Task.2021-05-29-2214.data.91f4b78c-033a-49e4-871a-499b04df67c8.txt,2021-05-29-21-44,2021-05-29-22-14,30,
s.4dd1072d-0971-466e-a47c-2e69181033d9.txt,welcome_screen.2021-05-20-2211.data.4dd1072d-0971-466e-a47c-2e69181033d9.txt,404747,40,1,1,4,8,0,"","","","","",2021-05-20-22-11,"",""
s.b070a122-7b17-418b-abc6-4018a490fbb4.txt,"","","","","","","","","","","","","",2021-05-25-16-41,"",""
s.b989a1b5-1697-4daa-9d5a-d1c5a397a146.txt,welcome_screen.2021-05-25-1556.data.b989a1b5-1697-4daa-9d5a-d1c5a397a146.txt,672956,23,1,1,3,5,1,WCST_Task.2021-05-25-1605.data.b989a1b5-1697-4daa-9d5a-d1c5a397a146.txt,N_Back_Task.2021-05-25-1610.data.b989a1b5-1697-4daa-9d5a-d1c5a397a146.txt,Corsi_Block_Span_Task.2021-05-25-1612.data.b989a1b5-1697-4daa-9d5a-d1c5a397a146.txt,Fitts_Law.2021-05-25-1614.data.b989a1b5-1697-4daa-9d5a-d1c5a397a146.txt,Navon_Task.2021-05-25-1616.data.b989a1b5-1697-4daa-9d5a-d1c5a397a146.txt,2021-05-25-15-56,2021-05-25-16-16,20,
s.02ed373d-a90d-4d7a-b514-e1ea7058050f.txt,welcome_screen.2021-05-25-1600.data.02ed373d-a90d-4d7a-b514-e1ea7058050f.txt,293551,31,1,1,3,7,35,WCST_Task.2021-05-25-1612.data.02ed373d-a90d-4d7a-b514-e1ea7058050f.txt,N_Back_Task.2021-05-25-1618.data.02ed373d-a90d-4d7a-b514-e1ea7058050f.txt,Corsi_Block_Span_Task.2021-05-25-1619.data.02ed373d-a90d-4d7a-b514-e1ea7058050f.txt,Fitts_Law.2021-05-25-1621.data.02ed373d-a90d-4d7a-b514-e1ea7058050f.txt,Navon_Task.2021-05-25-1625.data.02ed373d-a90d-4d7a-b514-e1ea7058050f.txt,2021-05-25-15-59,2021-05-25-16-25,26,
s.dd019e68-a28e-494e-9efb-3d3949e09236.txt,welcome_screen.2021-05-25-1559.data.dd019e68-a28e-494e-9efb-3d3949e09236.txt,821931,38,1,1,3,6,32,"","","","","",2021-05-25-15-58,"",""
s.2b64a41a-109d-4c8b-abd9-fbf726c1fbd9.txt,welcome_screen.2021-05-29-2218.data.2b64a41a-109d-4c8b-abd9-fbf726c1fbd9.txt,952799,55,2,1,4,7,24,WCST_Task.2021-05-29-2230.data.2b64a41a-109d-4c8b-abd9-fbf726c1fbd9.txt,N_Back_Task.2021-05-29-2235.data.2b64a41a-109d-4c8b-abd9-fbf726c1fbd9.txt,Corsi_Block_Span_Task.2021-05-29-2236.data.2b64a41a-109d-4c8b-abd9-fbf726c1fbd9.txt,Fitts_Law.2021-05-29-2237.data.2b64a41a-109d-4c8b-abd9-fbf726c1fbd9.txt,Navon_Task.2021-05-29-2241.data.2b64a41a-109d-4c8b-abd9-fbf726c1fbd9.txt,2021-05-29-22-18,2021-05-29-22-41,23,
s.f1b83e4a-f968-4fad-8acf-82e140c2e6c9.txt,welcome_screen.2021-05-25-1607.data.f1b83e4a-f968-4fad-8acf-82e140c2e6c9.txt,790956,34,1,1,3,9,81,WCST_Task.2021-05-25-1616.data.f1b83e4a-f968-4fad-8acf-82e140c2e6c9.txt,N_Back_Task.2021-05-25-1621.data.f1b83e4a-f968-4fad-8acf-82e140c2e6c9.txt,Corsi_Block_Span_Task.2021-05-25-1621.data.f1b83e4a-f968-4fad-8acf-82e140c2e6c9.txt,Fitts_Law.2021-05-25-1623.data.f1b83e4a-f968-4fad-8acf-82e140c2e6c9.txt,Navon_Task.2021-05-25-1628.data.f1b83e4a-f968-4fad-8acf-82e140c2e6c9.txt,2021-05-25-16-04,2021-05-25-16-28,24,
s.ad017f6b-ae8d-40e1-a172-b54b630b1b74.txt,welcome_screen.2021-05-25-1605.data.ad017f6b-ae8d-40e1-a172-b54b630b1b74.txt,148282,25,2,1,4,8,91,"","","","","",2021-05-25-16-05,"",""
s.521062c9-0f17-4a10-802b-486ae991a8b7.txt,welcome_screen.2021-05-25-1636.data.521062c9-0f17-4a10-802b-486ae991a8b7.txt,852903,22,1,1,2,7,20,WCST_Task.2021-05-25-1645.data.521062c9-0f17-4a10-802b-486ae991a8b7.txt,N_Back_Task.2021-05-25-1649.data.521062c9-0f17-4a10-802b-486ae991a8b7.txt,Corsi_Block_Span_Task.2021-05-25-1650.data.521062c9-0f17-4a10-802b-486ae991a8b7.txt,Fitts_Law.2021-05-25-1651.data.521062c9-0f17-4a10-802b-486ae991a8b7.txt,Navon_Task.2021-05-25-1654.data.521062c9-0f17-4a10-802b-486ae991a8b7.txt,2021-05-25-16-36,2021-05-25-16-54,18,
s.00c169ee-c641-4c19-94aa-9aa33c15ccb4.txt,welcome_screen.2021-05-29-2122.data.00c169ee-c641-4c19-94aa-9aa33c15ccb4.txt,271553,25,1,1,4,8,64,"","","","","",2021-05-29-21-21,"",""
s.89e1318a-63a5-43d3-9fdb-6c5c744bde1d.txt,welcome_screen.2021-05-25-1556.data.89e1318a-63a5-43d3-9fdb-6c5c744bde1d.txt,958511,"","","","","","","","","","","",2021-05-25-15-56,"",""
s.d143ebfb-6b83-47b3-abd8-9d75b735b739.txt,welcome_screen.2021-05-25-1600.data.d143ebfb-6b83-47b3-abd8-9d75b735b739.txt,774789,50,2,2,2,4,20,WCST_Task.2021-05-25-1609.data.d143ebfb-6b83-47b3-abd8-9d75b735b739.txt,N_Back_Task.2021-05-25-1615.data.d143ebfb-6b83-47b3-abd8-9d75b735b739.txt,Corsi_Block_Span_Task.2021-05-25-1616.data.d143ebfb-6b83-47b3-abd8-9d75b735b739.txt,Fitts_Law.2021-05-25-1618.data.d143ebfb-6b83-47b3-abd8-9d75b735b739.txt,Navon_Task.2021-05-25-1620.data.d143ebfb-6b83-47b3-abd8-9d75b735b739.txt,2021-05-25-16-00,2021-05-25-16-20,20,
s.56ec8cad-eca4-4c6a-8a9a-d1ffbe893d46.txt,welcome_screen.2021-05-20-1637.data.56ec8cad-eca4-4c6a-8a9a-d1ffbe893d46.txt,178984,51,"","","","","","","","","","",2021-05-20-16-37,"",""
s.d4fe8d15-023c-4000-9f69-8817ea91a80d.txt,welcome_screen.2021-05-25-1555.data.d4fe8d15-023c-4000-9f69-8817ea91a80d.txt,869935,35,2,3,3,7,100,"","","","","",2021-05-25-15-55,"",""
s.b81020bd-9e9d-4340-ac48-ba6d6e872ef9.txt,welcome_screen.2021-05-25-1637.data.b81020bd-9e9d-4340-ac48-ba6d6e872ef9.txt,397451,45,1,1,2,2,22,WCST_Task.2021-05-25-1646.data.b81020bd-9e9d-4340-ac48-ba6d6e872ef9.txt,N_Back_Task.2021-05-25-1651.data.b81020bd-9e9d-4340-ac48-ba6d6e872ef9.txt,Corsi_Block_Span_Task.2021-05-25-1653.data.b81020bd-9e9d-4340-ac48-ba6d6e872ef9.txt,Fitts_Law.2021-05-25-1654.data.b81020bd-9e9d-4340-ac48-ba6d6e872ef9.txt,Navon_Task.2021-05-25-1658.data.b81020bd-9e9d-4340-ac48-ba6d6e872ef9.txt,2021-05-25-16-36,2021-05-25-16-58,22,
s.ec17de4c-dba8-43cb-a976-65d60ecaed34.txt,welcome_screen.2021-05-25-1559.data.ec17de4c-dba8-43cb-a976-65d60ecaed34.txt,998593,25,2,1,4,8,72,WCST_Task.2021-05-25-1612.data.ec17de4c-dba8-43cb-a976-65d60ecaed34.txt,N_Back_Task.2021-05-25-1618.data.ec17de4c-dba8-43cb-a976-65d60ecaed34.txt,Corsi_Block_Span_Task.2021-05-25-1619.data.ec17de4c-dba8-43cb-a976-65d60ecaed34.txt,Fitts_Law.2021-05-25-1622.data.ec17de4c-dba8-43cb-a976-65d60ecaed34.txt,Navon_Task.2021-05-25-1626.data.ec17de4c-dba8-43cb-a976-65d60ecaed34.txt,2021-05-25-15-58,2021-05-25-16-26,28,
s.d2435957-99c6-4fee-8bd4-0a1770f0c375.txt,welcome_screen.2021-05-25-1611.data.d2435957-99c6-4fee-8bd4-0a1770f0c375.txt,593020,26,2,1,2,8,7,"","","","","",2021-05-25-16-11,"",""
s.44e20df3-3e0e-4cd1-8660-b58dc401f52c.txt,welcome_screen.2021-05-25-1727.data.44e20df3-3e0e-4cd1-8660-b58dc401f52c.txt,564369,39,1,1,3,5,2,WCST_Task.2021-05-25-1739.data.44e20df3-3e0e-4cd1-8660-b58dc401f52c.txt,N_Back_Task.2021-05-25-1745.data.44e20df3-3e0e-4cd1-8660-b58dc401f52c.txt,Corsi_Block_Span_Task.2021-05-25-1746.data.44e20df3-3e0e-4cd1-8660-b58dc401f52c.txt,Fitts_Law.2021-05-25-1748.data.44e20df3-3e0e-4cd1-8660-b58dc401f52c.txt,Navon_Task.2021-05-25-1751.data.44e20df3-3e0e-4cd1-8660-b58dc401f52c.txt,2021-05-25-17-26,2021-05-25-17-51,25,
s.64a354f1-200a-4618-9796-222bcfaf4697.txt,welcome_screen.2021-05-25-1618.data.64a354f1-200a-4618-9796-222bcfaf4697.txt,291694,46,1,1,3,8,73,WCST_Task.2021-05-25-1629.data.64a354f1-200a-4618-9796-222bcfaf4697.txt,N_Back_Task.2021-05-25-1634.data.64a354f1-200a-4618-9796-222bcfaf4697.txt,Corsi_Block_Span_Task.2021-05-25-1835.data.64a354f1-200a-4618-9796-222bcfaf4697.txt,Fitts_Law.2021-05-25-1836.data.64a354f1-200a-4618-9796-222bcfaf4697.txt,Navon_Task.2021-05-25-1840.data.64a354f1-200a-4618-9796-222bcfaf4697.txt,2021-05-25-16-17,2021-05-25-18-40,143,
s.8ac3673d-7432-4022-a35e-86fd8db1a89c.txt,welcome_screen.2021-05-25-1558.data.8ac3673d-7432-4022-a35e-86fd8db1a89c.txt,622387,65,2,1,4,9,83,WCST_Task.2021-05-25-1607.data.8ac3673d-7432-4022-a35e-86fd8db1a89c.txt,N_Back_Task.2021-05-25-1635.data.8ac3673d-7432-4022-a35e-86fd8db1a89c.txt,Corsi_Block_Span_Task.2021-05-25-1636.data.8ac3673d-7432-4022-a35e-86fd8db1a89c.txt,Fitts_Law.2021-05-25-1639.data.8ac3673d-7432-4022-a35e-86fd8db1a89c.txt,Navon_Task.2021-05-25-1641.data.8ac3673d-7432-4022-a35e-86fd8db1a89c.txt,2021-05-25-15-58,2021-05-25-16-41,43,
s.284659ff-5f61-4905-87b2-7263746fb6b1.txt,welcome_screen.2021-05-29-2313.data.284659ff-5f61-4905-87b2-7263746fb6b1.txt,328959,69,2,1,2,2,19,WCST_Task.2021-05-29-2324.data.284659ff-5f61-4905-87b2-7263746fb6b1.txt,N_Back_Task.2021-05-29-2329.data.284659ff-5f61-4905-87b2-7263746fb6b1.txt,Corsi_Block_Span_Task.2021-05-29-2330.data.284659ff-5f61-4905-87b2-7263746fb6b1.txt,Fitts_Law.2021-05-29-2332.data.284659ff-5f61-4905-87b2-7263746fb6b1.txt,Navon_Task.2021-05-29-2335.data.284659ff-5f61-4905-87b2-7263746fb6b1.txt,2021-05-29-23-13,2021-05-29-23-35,22,
s.5a8cc82c-4a2d-4ab7-aaf4-fb6071179a1d.txt,welcome_screen.2021-05-25-1617.data.5a8cc82c-4a2d-4ab7-aaf4-fb6071179a1d.txt,511919,39,1,1,3,7,0,"","","","","",2021-05-25-16-17,"",""
s.6ebb6a0a-220d-4c6c-9a8e-068832a1aa16.txt,welcome_screen.2021-05-25-1555.data.6ebb6a0a-220d-4c6c-9a8e-068832a1aa16.txt,701738,24,2,1,4,9,92,WCST_Task.2021-05-25-1603.data.6ebb6a0a-220d-4c6c-9a8e-068832a1aa16.txt,N_Back_Task.2021-05-25-1609.data.6ebb6a0a-220d-4c6c-9a8e-068832a1aa16.txt,Corsi_Block_Span_Task.2021-05-25-1609.data.6ebb6a0a-220d-4c6c-9a8e-068832a1aa16.txt,Fitts_Law.2021-05-25-1611.data.6ebb6a0a-220d-4c6c-9a8e-068832a1aa16.txt,Navon_Task.2021-05-25-1616.data.6ebb6a0a-220d-4c6c-9a8e-068832a1aa16.txt,2021-05-25-15-54,2021-05-25-16-16,22,
s.1ce5a89d-8061-4c46-9dc0-539810e7a2ad.txt,welcome_screen.2021-05-29-2232.data.1ce5a89d-8061-4c46-9dc0-539810e7a2ad.txt,971229,33,2,1,4,9,2,WCST_Task.2021-05-29-2240.data.1ce5a89d-8061-4c46-9dc0-539810e7a2ad.txt,N_Back_Task.2021-05-29-2245.data.1ce5a89d-8061-4c46-9dc0-539810e7a2ad.txt,Corsi_Block_Span_Task.2021-05-29-2247.data.1ce5a89d-8061-4c46-9dc0-539810e7a2ad.txt,Fitts_Law.2021-05-29-2248.data.1ce5a89d-8061-4c46-9dc0-539810e7a2ad.txt,Navon_Task.2021-05-29-2251.data.1ce5a89d-8061-4c46-9dc0-539810e7a2ad.txt,2021-05-29-22-32,2021-05-29-22-51,19,
s.658bcd1c-441b-4b13-a67e-9edd7d22ade0.txt,welcome_screen.2021-05-25-1639.data.658bcd1c-441b-4b13-a67e-9edd7d22ade0.txt,211021,45,2,1,3,2,20,WCST_Task.2021-05-25-1648.data.658bcd1c-441b-4b13-a67e-9edd7d22ade0.txt,N_Back_Task.2021-05-25-1653.data.658bcd1c-441b-4b13-a67e-9edd7d22ade0.txt,Corsi_Block_Span_Task.2021-05-25-1655.data.658bcd1c-441b-4b13-a67e-9edd7d22ade0.txt,Fitts_Law.2021-05-25-1657.data.658bcd1c-441b-4b13-a67e-9edd7d22ade0.txt,Navon_Task.2021-05-25-1700.data.658bcd1c-441b-4b13-a67e-9edd7d22ade0.txt,2021-05-25-16-39,2021-05-25-17-00,21,
s.e27adc67-3263-41ff-b291-23479c133dc0.txt,welcome_screen.2021-05-18-1550.data.e27adc67-3263-41ff-b291-23479c133dc0.txt,441618,"","","","","","","","","","","",2021-05-18-15-50,"",""
s.8c08721f-1fb0-449b-8645-eb372fffa34c.txt,welcome_screen.2021-05-25-1559.data.8c08721f-1fb0-449b-8645-eb372fffa34c.txt,321015,33,1,1,2,2,26,WCST_Task.2021-05-25-1609.data.8c08721f-1fb0-449b-8645-eb372fffa34c.txt,N_Back_Task.2021-05-25-1613.data.8c08721f-1fb0-449b-8645-eb372fffa34c.txt,Corsi_Block_Span_Task.2021-05-25-1614.data.8c08721f-1fb0-449b-8645-eb372fffa34c.txt,Fitts_Law.2021-05-25-1615.data.8c08721f-1fb0-449b-8645-eb372fffa34c.txt,Navon_Task.2021-05-25-1618.data.8c08721f-1fb0-449b-8645-eb372fffa34c.txt,2021-05-25-15-59,2021-05-25-16-18,19,
s.877c2fff-9cf8-4428-987a-2a524950afab.txt,welcome_screen.2021-05-25-1555.data.877c2fff-9cf8-4428-987a-2a524950afab.txt,819705,26,2,1,4,9,78,WCST_Task.2021-05-25-1605.data.877c2fff-9cf8-4428-987a-2a524950afab.txt,N_Back_Task.2021-05-25-1615.data.877c2fff-9cf8-4428-987a-2a524950afab.txt,Corsi_Block_Span_Task.2021-05-25-1616.data.877c2fff-9cf8-4428-987a-2a524950afab.txt,Fitts_Law.2021-05-25-1618.data.877c2fff-9cf8-4428-987a-2a524950afab.txt,Navon_Task.2021-05-25-1620.data.877c2fff-9cf8-4428-987a-2a524950afab.txt,2021-05-25-15-55,2021-05-25-16-20,25,
s.9f1a733a-4169-4d8c-b4ff-0af8e485eaf1.txt,welcome_screen.2021-05-29-2241.data.9f1a733a-4169-4d8c-b4ff-0af8e485eaf1.txt,217646,"","","","","","","","","","","",2021-05-29-22-41,"",""
s.b6d65901-7ea5-4a4e-967a-17ae24582b63.txt,welcome_screen.2021-05-25-1605.data.b6d65901-7ea5-4a4e-967a-17ae24582b63.txt,612204,33,2,1,3,8,73,WCST_Task.2021-05-25-1613.data.b6d65901-7ea5-4a4e-967a-17ae24582b63.txt,N_Back_Task.2021-05-25-1619.data.b6d65901-7ea5-4a4e-967a-17ae24582b63.txt,Corsi_Block_Span_Task.2021-05-25-1620.data.b6d65901-7ea5-4a4e-967a-17ae24582b63.txt,Fitts_Law.2021-05-25-1621.data.b6d65901-7ea5-4a4e-967a-17ae24582b63.txt,Navon_Task.2021-05-25-1624.data.b6d65901-7ea5-4a4e-967a-17ae24582b63.txt,2021-05-25-16-04,2021-05-25-16-24,20,
s.a145bb3a-a4ef-4b23-b1eb-c4ffe81c0996.txt,welcome_screen.2021-05-25-1731.data.a145bb3a-a4ef-4b23-b1eb-c4ffe81c0996.txt,358494,24,4,1,3,6,16,WCST_Task.2021-05-25-1739.data.a145bb3a-a4ef-4b23-b1eb-c4ffe81c0996.txt,N_Back_Task.2021-05-25-1744.data.a145bb3a-a4ef-4b23-b1eb-c4ffe81c0996.txt,Corsi_Block_Span_Task.2021-05-25-1746.data.a145bb3a-a4ef-4b23-b1eb-c4ffe81c0996.txt,Fitts_Law.2021-05-25-1747.data.a145bb3a-a4ef-4b23-b1eb-c4ffe81c0996.txt,Navon_Task.2021-05-25-1750.data.a145bb3a-a4ef-4b23-b1eb-c4ffe81c0996.txt,2021-05-25-17-30,2021-05-25-17-50,20,
