participant,Welcome_Screen:1,participant_code:1,age:1,gender:1,handedness:1,education:1,income:1,computer_hours:1,wcst_task:1,n_back_task:1,corsi_block_span_task:1,fitts_law:1,navon_task:1,TIME_start,TIME_end,TIME_total
s.f896aa92-f575-4525-9f44-5325a273d915.txt,welcome_screen.2021-05-29-2123.data.f896aa92-f575-4525-9f44-5325a273d915.txt,667664,28,1,1,2,4,20,WCST_Task.2021-05-29-2132.data.f896aa92-f575-4525-9f44-5325a273d915.txt,N_Back_Task.2021-05-29-2139.data.f896aa92-f575-4525-9f44-5325a273d915.txt,Corsi_Block_Span_Task.2021-05-29-2142.data.f896aa92-f575-4525-9f44-5325a273d915.txt,Fitts_Law.2021-05-29-2144.data.f896aa92-f575-4525-9f44-5325a273d915.txt,Navon_Task.2021-05-29-2147.data.f896aa92-f575-4525-9f44-5325a273d915.txt,2021-05-29-21-22,2021-05-29-21-47,25,
s.bcd5045f-78bd-4caf-bb8a-c144d334e4bd.txt,welcome_screen.2021-05-25-1643.data.bcd5045f-78bd-4caf-bb8a-c144d334e4bd.txt,794450,29,1,1,3,6,5,WCST_Task.2021-05-25-1653.data.bcd5045f-78bd-4caf-bb8a-c144d334e4bd.txt,N_Back_Task.2021-05-25-1658.data.bcd5045f-78bd-4caf-bb8a-c144d334e4bd.txt,Corsi_Block_Span_Task.2021-05-25-1659.data.bcd5045f-78bd-4caf-bb8a-c144d334e4bd.txt,Fitts_Law.2021-05-25-1700.data.bcd5045f-78bd-4caf-bb8a-c144d334e4bd.txt,Navon_Task.2021-05-25-1705.data.bcd5045f-78bd-4caf-bb8a-c144d334e4bd.txt,2021-05-25-16-43,2021-05-25-17-05,22,
s.c87b942a-4eb7-4558-8f3a-8e72db4eee42.txt,welcome_screen.2021-05-25-1641.data.c87b942a-4eb7-4558-8f3a-8e72db4eee42.txt,190562,64,1,1,3,7,10,WCST_Task.2021-05-25-1650.data.c87b942a-4eb7-4558-8f3a-8e72db4eee42.txt,N_Back_Task.2021-05-25-1655.data.c87b942a-4eb7-4558-8f3a-8e72db4eee42.txt,Corsi_Block_Span_Task.2021-05-25-1657.data.c87b942a-4eb7-4558-8f3a-8e72db4eee42.txt,Fitts_Law.2021-05-25-1659.data.c87b942a-4eb7-4558-8f3a-8e72db4eee42.txt,Navon_Task.2021-05-25-1702.data.c87b942a-4eb7-4558-8f3a-8e72db4eee42.txt,2021-05-25-16-40,2021-05-25-17-02,22,
s.2a064c8e-d5af-4b8f-b7af-110d0cdf3cea.txt,welcome_screen.2021-05-25-1555.data.2a064c8e-d5af-4b8f-b7af-110d0cdf3cea.txt,548477,25,2,1,3,9,82,WCST_Task.2021-05-25-1607.data.2a064c8e-d5af-4b8f-b7af-110d0cdf3cea.txt,N_Back_Task.2021-05-25-1614.data.2a064c8e-d5af-4b8f-b7af-110d0cdf3cea.txt,Corsi_Block_Span_Task.2021-05-25-1616.data.2a064c8e-d5af-4b8f-b7af-110d0cdf3cea.txt,Fitts_Law.2021-05-25-1620.data.2a064c8e-d5af-4b8f-b7af-110d0cdf3cea.txt,Navon_Task.2021-05-25-1625.data.2a064c8e-d5af-4b8f-b7af-110d0cdf3cea.txt,2021-05-25-15-55,2021-05-25-16-25,30,
s.48d6935c-62eb-4fd6-83bd-75e2f997b2cc.txt,welcome_screen.2021-05-25-1600.data.48d6935c-62eb-4fd6-83bd-75e2f997b2cc.txt,517404,47,1,1,3,9,98,WCST_Task.2021-05-25-1610.data.48d6935c-62eb-4fd6-83bd-75e2f997b2cc.txt,N_Back_Task.2021-05-25-1615.data.48d6935c-62eb-4fd6-83bd-75e2f997b2cc.txt,Corsi_Block_Span_Task.2021-05-25-1615.data.48d6935c-62eb-4fd6-83bd-75e2f997b2cc.txt,Fitts_Law.2021-05-25-1617.data.48d6935c-62eb-4fd6-83bd-75e2f997b2cc.txt,Navon_Task.2021-05-25-1622.data.48d6935c-62eb-4fd6-83bd-75e2f997b2cc.txt,2021-05-25-16-00,2021-05-25-16-22,22,
s.05911d39-1c92-4209-8dcd-9a2478531a92.txt,welcome_screen.2021-05-25-1607.data.05911d39-1c92-4209-8dcd-9a2478531a92.txt,615351,45,1,1,2,2,15,WCST_Task.2021-05-25-1615.data.05911d39-1c92-4209-8dcd-9a2478531a92.txt,N_Back_Task.2021-05-25-1620.data.05911d39-1c92-4209-8dcd-9a2478531a92.txt,Corsi_Block_Span_Task.2021-05-25-1621.data.05911d39-1c92-4209-8dcd-9a2478531a92.txt,Fitts_Law.2021-05-25-1622.data.05911d39-1c92-4209-8dcd-9a2478531a92.txt,Navon_Task.2021-05-25-1625.data.05911d39-1c92-4209-8dcd-9a2478531a92.txt,2021-05-25-16-06,2021-05-25-16-25,19,
s.7d1721ff-7535-4673-9864-c9548c05fcaf.txt,welcome_screen.2021-05-25-1614.data.7d1721ff-7535-4673-9864-c9548c05fcaf.txt,929907,28,1,1,2,2,66,WCST_Task.2021-05-25-1623.data.7d1721ff-7535-4673-9864-c9548c05fcaf.txt,N_Back_Task.2021-05-25-1630.data.7d1721ff-7535-4673-9864-c9548c05fcaf.txt,Corsi_Block_Span_Task.2021-05-25-1632.data.7d1721ff-7535-4673-9864-c9548c05fcaf.txt,Fitts_Law.2021-05-25-1633.data.7d1721ff-7535-4673-9864-c9548c05fcaf.txt,Navon_Task.2021-05-25-1636.data.7d1721ff-7535-4673-9864-c9548c05fcaf.txt,2021-05-25-16-14,2021-05-25-16-36,22,
s.edc060ed-3cfa-4223-bf09-e90642c37ca4.txt,welcome_screen.2021-05-25-1559.data.edc060ed-3cfa-4223-bf09-e90642c37ca4.txt,554054,53,1,2,3,2,4,WCST_Task.2021-05-25-1609.data.edc060ed-3cfa-4223-bf09-e90642c37ca4.txt,N_Back_Task.2021-05-25-1613.data.edc060ed-3cfa-4223-bf09-e90642c37ca4.txt,Corsi_Block_Span_Task.2021-05-25-1615.data.edc060ed-3cfa-4223-bf09-e90642c37ca4.txt,Fitts_Law.2021-05-25-1616.data.edc060ed-3cfa-4223-bf09-e90642c37ca4.txt,Navon_Task.2021-05-25-1621.data.edc060ed-3cfa-4223-bf09-e90642c37ca4.txt,2021-05-25-15-59,2021-05-25-16-21,22,
s.da934817-582d-43d7-81f6-6f389db7c3ff.txt,welcome_screen.2021-05-25-1556.data.da934817-582d-43d7-81f6-6f389db7c3ff.txt,469441,41,2,1,2,2,8,WCST_Task.2021-05-25-1607.data.da934817-582d-43d7-81f6-6f389db7c3ff.txt,N_Back_Task.2021-05-25-1611.data.da934817-582d-43d7-81f6-6f389db7c3ff.txt,Corsi_Block_Span_Task.2021-05-25-1613.data.da934817-582d-43d7-81f6-6f389db7c3ff.txt,Fitts_Law.2021-05-25-1614.data.da934817-582d-43d7-81f6-6f389db7c3ff.txt,Navon_Task.2021-05-25-1617.data.da934817-582d-43d7-81f6-6f389db7c3ff.txt,2021-05-25-15-56,2021-05-25-16-17,21,
s.b26c2444-14f1-471e-bc30-ea76c470ea59.txt,welcome_screen.2021-05-29-2119.data.b26c2444-14f1-471e-bc30-ea76c470ea59.txt,379824,25,2,1,3,6,33,WCST_Task.2021-05-29-2131.data.b26c2444-14f1-471e-bc30-ea76c470ea59.txt,N_Back_Task.2021-05-29-2137.data.b26c2444-14f1-471e-bc30-ea76c470ea59.txt,Corsi_Block_Span_Task.2021-05-29-2138.data.b26c2444-14f1-471e-bc30-ea76c470ea59.txt,Fitts_Law.2021-05-29-2140.data.b26c2444-14f1-471e-bc30-ea76c470ea59.txt,Navon_Task.2021-05-29-2143.data.b26c2444-14f1-471e-bc30-ea76c470ea59.txt,2021-05-29-21-19,2021-05-29-21-43,24,
s.af8c6b50-fc24-43d5-88f5-0aadac78f520.txt,welcome_screen.2021-05-25-1630.data.af8c6b50-fc24-43d5-88f5-0aadac78f520.txt,556037,26,1,1,3,7,61,"","","","","",2021-05-25-16-30,"",""
s.45172967-8506-4ae0-90b1-140d6b411833.txt,welcome_screen.2021-05-25-1601.data.45172967-8506-4ae0-90b1-140d6b411833.txt,311536,38,1,2,3,9,81,WCST_Task.2021-05-25-1614.data.45172967-8506-4ae0-90b1-140d6b411833.txt,N_Back_Task.2021-05-25-1619.data.45172967-8506-4ae0-90b1-140d6b411833.txt,Corsi_Block_Span_Task.2021-05-25-1620.data.45172967-8506-4ae0-90b1-140d6b411833.txt,Fitts_Law.2021-05-25-1621.data.45172967-8506-4ae0-90b1-140d6b411833.txt,Navon_Task.2021-05-25-1624.data.45172967-8506-4ae0-90b1-140d6b411833.txt,2021-05-25-16-00,2021-05-25-16-24,24,
s.783a1ccd-b831-4978-b2f2-fb2567e46d46.txt,welcome_screen.2021-05-29-2205.data.783a1ccd-b831-4978-b2f2-fb2567e46d46.txt,891096,55,1,1,4,7,3,WCST_Task.2021-05-29-2215.data.783a1ccd-b831-4978-b2f2-fb2567e46d46.txt,N_Back_Task.2021-05-29-2221.data.783a1ccd-b831-4978-b2f2-fb2567e46d46.txt,Corsi_Block_Span_Task.2021-05-29-2223.data.783a1ccd-b831-4978-b2f2-fb2567e46d46.txt,Fitts_Law.2021-05-29-2225.data.783a1ccd-b831-4978-b2f2-fb2567e46d46.txt,Navon_Task.2021-05-29-2229.data.783a1ccd-b831-4978-b2f2-fb2567e46d46.txt,2021-05-29-22-05,2021-05-29-22-29,24,
s.4ec8a9ec-3ad3-4671-9f84-0cb5855b61d8.txt,welcome_screen.2021-05-29-2010.data.4ec8a9ec-3ad3-4671-9f84-0cb5855b61d8.txt,925283,42,1,1,3,7,1,WCST_Task.2021-05-29-2020.data.4ec8a9ec-3ad3-4671-9f84-0cb5855b61d8.txt,"","","","",2021-05-29-20-10,"",""
s.ba3e1456-549b-4bc8-9937-edab87426e97.txt,welcome_screen.2021-05-25-1600.data.ba3e1456-549b-4bc8-9937-edab87426e97.txt,598693,32,1,1,4,4,6,WCST_Task.2021-05-25-1612.data.ba3e1456-549b-4bc8-9937-edab87426e97.txt,N_Back_Task.2021-05-25-1622.data.ba3e1456-549b-4bc8-9937-edab87426e97.txt,Corsi_Block_Span_Task.2021-05-25-1626.data.ba3e1456-549b-4bc8-9937-edab87426e97.txt,Fitts_Law.2021-05-25-1628.data.ba3e1456-549b-4bc8-9937-edab87426e97.txt,Navon_Task.2021-05-25-1633.data.ba3e1456-549b-4bc8-9937-edab87426e97.txt,2021-05-25-15-59,2021-05-25-16-33,34,
s.14d6d351-e94d-4ea9-a297-2fb022a056d7.txt,welcome_screen.2021-05-29-2236.data.14d6d351-e94d-4ea9-a297-2fb022a056d7.txt,148037,36,1,1,3,10,46,"","","","","",2021-05-29-22-36,"",""
s.ab9ae471-7549-42af-8699-865d898a2407.txt,welcome_screen.2021-05-25-1651.data.ab9ae471-7549-42af-8699-865d898a2407.txt,713183,35,1,1,4,7,77,WCST_Task.2021-05-25-1711.data.ab9ae471-7549-42af-8699-865d898a2407.txt,"","","","",2021-05-25-16-50,"",""
s.f3d75d4a-6fef-483c-a6ce-f824064e8d1a.txt,welcome_screen.2021-05-25-1559.data.f3d75d4a-6fef-483c-a6ce-f824064e8d1a.txt,461852,25,1,1,3,9,40,WCST_Task.2021-05-25-1608.data.f3d75d4a-6fef-483c-a6ce-f824064e8d1a.txt,N_Back_Task.2021-05-25-1613.data.f3d75d4a-6fef-483c-a6ce-f824064e8d1a.txt,Corsi_Block_Span_Task.2021-05-25-1616.data.f3d75d4a-6fef-483c-a6ce-f824064e8d1a.txt,Fitts_Law.2021-05-25-1618.data.f3d75d4a-6fef-483c-a6ce-f824064e8d1a.txt,Navon_Task.2021-05-25-1621.data.f3d75d4a-6fef-483c-a6ce-f824064e8d1a.txt,2021-05-25-15-59,2021-05-25-16-21,22,
s.01331fd3-90e0-46fc-af66-5073dd17434b.txt,welcome_screen.2021-05-25-1601.data.01331fd3-90e0-46fc-af66-5073dd17434b.txt,649359,"","","","","","","","","","","",2021-05-25-16-01,"",""
s.d928c42a-721a-46d8-b678-c6736cbc324a.txt,welcome_screen.2021-05-25-1557.data.d928c42a-721a-46d8-b678-c6736cbc324a.txt,818967,69,1,1,3,4,8,WCST_Task.2021-05-25-1608.data.d928c42a-721a-46d8-b678-c6736cbc324a.txt,N_Back_Task.2021-05-25-1614.data.d928c42a-721a-46d8-b678-c6736cbc324a.txt,Corsi_Block_Span_Task.2021-05-25-1615.data.d928c42a-721a-46d8-b678-c6736cbc324a.txt,Fitts_Law.2021-05-25-1618.data.d928c42a-721a-46d8-b678-c6736cbc324a.txt,Navon_Task.2021-05-25-1621.data.d928c42a-721a-46d8-b678-c6736cbc324a.txt,2021-05-25-15-57,2021-05-25-16-21,24,
s.92498bbb-d71b-491c-9ba9-0fbecbf9a212.txt,welcome_screen.2021-05-25-1606.data.92498bbb-d71b-491c-9ba9-0fbecbf9a212.txt,304171,19,1,2,2,3,0,WCST_Task.2021-05-25-1616.data.92498bbb-d71b-491c-9ba9-0fbecbf9a212.txt,N_Back_Task.2021-05-25-1621.data.92498bbb-d71b-491c-9ba9-0fbecbf9a212.txt,Corsi_Block_Span_Task.2021-05-25-1622.data.92498bbb-d71b-491c-9ba9-0fbecbf9a212.txt,Fitts_Law.2021-05-25-1623.data.92498bbb-d71b-491c-9ba9-0fbecbf9a212.txt,Navon_Task.2021-05-25-1626.data.92498bbb-d71b-491c-9ba9-0fbecbf9a212.txt,2021-05-25-16-06,2021-05-25-16-26,20,
s.3e199f9c-62e6-4596-ada6-b94344bcdeab.txt,welcome_screen.2021-05-25-1555.data.3e199f9c-62e6-4596-ada6-b94344bcdeab.txt,692400,43,1,1,3,3,15,"","","","","",2021-05-25-15-55,"",""
s.2e0efa49-2fc9-4765-b1dd-4fae81c8b8a1.txt,welcome_screen.2021-05-25-1620.data.2e0efa49-2fc9-4765-b1dd-4fae81c8b8a1.txt,459223,31,1,1,3,7,32,WCST_Task.2021-05-25-1628.data.2e0efa49-2fc9-4765-b1dd-4fae81c8b8a1.txt,N_Back_Task.2021-05-25-1633.data.2e0efa49-2fc9-4765-b1dd-4fae81c8b8a1.txt,Corsi_Block_Span_Task.2021-05-25-1635.data.2e0efa49-2fc9-4765-b1dd-4fae81c8b8a1.txt,Fitts_Law.2021-05-25-1636.data.2e0efa49-2fc9-4765-b1dd-4fae81c8b8a1.txt,Navon_Task.2021-05-25-1640.data.2e0efa49-2fc9-4765-b1dd-4fae81c8b8a1.txt,2021-05-25-16-19,2021-05-25-16-40,21,
s.6c47ecdb-cf53-40cb-bbdf-af036c515396.txt,welcome_screen.2021-05-25-1601.data.6c47ecdb-cf53-40cb-bbdf-af036c515396.txt,882008,34,1,1,4,5,12,WCST_Task.2021-05-25-1608.data.6c47ecdb-cf53-40cb-bbdf-af036c515396.txt,N_Back_Task.2021-05-25-1613.data.6c47ecdb-cf53-40cb-bbdf-af036c515396.txt,Corsi_Block_Span_Task.2021-05-25-1614.data.6c47ecdb-cf53-40cb-bbdf-af036c515396.txt,Fitts_Law.2021-05-25-1615.data.6c47ecdb-cf53-40cb-bbdf-af036c515396.txt,Navon_Task.2021-05-25-1617.data.6c47ecdb-cf53-40cb-bbdf-af036c515396.txt,2021-05-25-16-01,2021-05-25-16-17,16,
s.d81ab04f-0152-4d97-b61e-ea9f448e950e.txt,welcome_screen.2021-05-29-2124.data.d81ab04f-0152-4d97-b61e-ea9f448e950e.txt,736251,25,2,1,3,8,21,WCST_Task.2021-05-29-2137.data.d81ab04f-0152-4d97-b61e-ea9f448e950e.txt,N_Back_Task.2021-05-29-2142.data.d81ab04f-0152-4d97-b61e-ea9f448e950e.txt,Corsi_Block_Span_Task.2021-05-29-2143.data.d81ab04f-0152-4d97-b61e-ea9f448e950e.txt,Fitts_Law.2021-05-29-2145.data.d81ab04f-0152-4d97-b61e-ea9f448e950e.txt,Navon_Task.2021-05-29-2147.data.d81ab04f-0152-4d97-b61e-ea9f448e950e.txt,2021-05-29-21-23,2021-05-29-21-47,24,
s.e3c3f0bb-4095-4c59-8bd1-600ad2f39f78.txt,welcome_screen.2021-05-25-1600.data.e3c3f0bb-4095-4c59-8bd1-600ad2f39f78.txt,291756,68,2,1,4,4,2,WCST_Task.2021-05-25-1609.data.e3c3f0bb-4095-4c59-8bd1-600ad2f39f78.txt,N_Back_Task.2021-05-25-1615.data.e3c3f0bb-4095-4c59-8bd1-600ad2f39f78.txt,Corsi_Block_Span_Task.2021-05-25-1617.data.e3c3f0bb-4095-4c59-8bd1-600ad2f39f78.txt,Fitts_Law.2021-05-25-1619.data.e3c3f0bb-4095-4c59-8bd1-600ad2f39f78.txt,Navon_Task.2021-05-25-1622.data.e3c3f0bb-4095-4c59-8bd1-600ad2f39f78.txt,2021-05-25-16-00,2021-05-25-16-22,22,
s.6c0794cd-ac27-4bea-a6dd-e02d54055c40.txt,welcome_screen.2021-05-25-1615.data.6c0794cd-ac27-4bea-a6dd-e02d54055c40.txt,120307,56,2,3,3,7,0,WCST_Task.2021-05-25-1624.data.6c0794cd-ac27-4bea-a6dd-e02d54055c40.txt,N_Back_Task.2021-05-25-1629.data.6c0794cd-ac27-4bea-a6dd-e02d54055c40.txt,Corsi_Block_Span_Task.2021-05-25-1630.data.6c0794cd-ac27-4bea-a6dd-e02d54055c40.txt,Fitts_Law.2021-05-25-1632.data.6c0794cd-ac27-4bea-a6dd-e02d54055c40.txt,Navon_Task.2021-05-25-1635.data.6c0794cd-ac27-4bea-a6dd-e02d54055c40.txt,2021-05-25-16-15,2021-05-25-16-35,20,
s.b77fc4a0-3066-452b-a651-83dd3328a6be.txt,welcome_screen.2021-05-25-1624.data.b77fc4a0-3066-452b-a651-83dd3328a6be.txt,895883,25,2,1,4,9,75,WCST_Task.2021-05-25-1635.data.b77fc4a0-3066-452b-a651-83dd3328a6be.txt,N_Back_Task.2021-05-25-1641.data.b77fc4a0-3066-452b-a651-83dd3328a6be.txt,Corsi_Block_Span_Task.2021-05-25-1642.data.b77fc4a0-3066-452b-a651-83dd3328a6be.txt,Fitts_Law.2021-05-25-1644.data.b77fc4a0-3066-452b-a651-83dd3328a6be.txt,Navon_Task.2021-05-25-1648.data.b77fc4a0-3066-452b-a651-83dd3328a6be.txt,2021-05-25-16-23,2021-05-25-16-48,25,
s.5d43829e-38ed-4a48-b744-40165da62e6f.txt,welcome_screen.2021-05-25-1612.data.5d43829e-38ed-4a48-b744-40165da62e6f.txt,826698,60,2,1,3,5,3,WCST_Task.2021-05-25-1620.data.5d43829e-38ed-4a48-b744-40165da62e6f.txt,"","","","",2021-05-25-16-10,"",""
s.0a8ae698-b7b9-47fe-8ef2-143f70e3008f.txt,welcome_screen.2021-05-25-1615.data.0a8ae698-b7b9-47fe-8ef2-143f70e3008f.txt,653673,28,2,1,4,6,45,WCST_Task.2021-05-25-1624.data.0a8ae698-b7b9-47fe-8ef2-143f70e3008f.txt,"","","","",2021-05-25-16-14,"",""
s.b89f3fff-988a-4ad0-8224-9e8db91a14c4.txt,welcome_screen.2021-05-29-2145.data.b89f3fff-988a-4ad0-8224-9e8db91a14c4.txt,496767,28,2,2,3,7,3,"","","","","",2021-05-29-21-35,"",""
s.6676ead1-43bf-4ca0-944d-f5322a0723bb.txt,welcome_screen.2021-05-25-1606.data.6676ead1-43bf-4ca0-944d-f5322a0723bb.txt,702467,32,1,1,2,7,74,WCST_Task.2021-05-25-1615.data.6676ead1-43bf-4ca0-944d-f5322a0723bb.txt,N_Back_Task.2021-05-25-1620.data.6676ead1-43bf-4ca0-944d-f5322a0723bb.txt,Corsi_Block_Span_Task.2021-05-25-1622.data.6676ead1-43bf-4ca0-944d-f5322a0723bb.txt,Fitts_Law.2021-05-25-1623.data.6676ead1-43bf-4ca0-944d-f5322a0723bb.txt,Navon_Task.2021-05-25-1625.data.6676ead1-43bf-4ca0-944d-f5322a0723bb.txt,2021-05-25-16-05,2021-05-25-16-25,20,
s.0e016b8a-f304-44b6-8893-82fc2cc814e2.txt,welcome_screen.2021-05-20-1652.data.0e016b8a-f304-44b6-8893-82fc2cc814e2.txt,996424,25,1,2,4,8,"","","","","","",2021-05-20-16-52,"",""
s.525476ec-077d-4aff-844a-ee958ad05a55.txt,welcome_screen.2021-05-25-1648.data.525476ec-077d-4aff-844a-ee958ad05a55.txt,685375,28,2,1,4,4,20,WCST_Task.2021-05-25-1657.data.525476ec-077d-4aff-844a-ee958ad05a55.txt,N_Back_Task.2021-05-25-1702.data.525476ec-077d-4aff-844a-ee958ad05a55.txt,Corsi_Block_Span_Task.2021-05-25-1704.data.525476ec-077d-4aff-844a-ee958ad05a55.txt,Fitts_Law.2021-05-25-1706.data.525476ec-077d-4aff-844a-ee958ad05a55.txt,Navon_Task.2021-05-25-1709.data.525476ec-077d-4aff-844a-ee958ad05a55.txt,2021-05-25-16-48,2021-05-25-17-09,21,
s.cd4b652c-257b-401f-825f-027c1df25b89.txt,welcome_screen.2021-05-29-2331.data.cd4b652c-257b-401f-825f-027c1df25b89.txt,203965,34,2,1,2,2,0,WCST_Task.2021-05-29-2343.data.cd4b652c-257b-401f-825f-027c1df25b89.txt,N_Back_Task.2021-05-29-2348.data.cd4b652c-257b-401f-825f-027c1df25b89.txt,Corsi_Block_Span_Task.2021-05-29-2350.data.cd4b652c-257b-401f-825f-027c1df25b89.txt,Fitts_Law.2021-05-29-2351.data.cd4b652c-257b-401f-825f-027c1df25b89.txt,Navon_Task.2021-05-29-2355.data.cd4b652c-257b-401f-825f-027c1df25b89.txt,2021-05-29-23-31,2021-05-29-23-55,24,
s.ccb18378-3e89-4a60-8b92-356135df146e.txt,welcome_screen.2021-05-25-1600.data.ccb18378-3e89-4a60-8b92-356135df146e.txt,717182,55,2,1,4,7,6,WCST_Task.2021-05-25-1609.data.ccb18378-3e89-4a60-8b92-356135df146e.txt,N_Back_Task.2021-05-25-1615.data.ccb18378-3e89-4a60-8b92-356135df146e.txt,Corsi_Block_Span_Task.2021-05-25-1617.data.ccb18378-3e89-4a60-8b92-356135df146e.txt,Fitts_Law.2021-05-25-1618.data.ccb18378-3e89-4a60-8b92-356135df146e.txt,Navon_Task.2021-05-25-1622.data.ccb18378-3e89-4a60-8b92-356135df146e.txt,2021-05-25-16-00,2021-05-25-16-22,22,
s.8a493289-27e2-4430-ba8f-a18a6d0767a7.txt,welcome_screen.2021-05-25-1618.data.8a493289-27e2-4430-ba8f-a18a6d0767a7.txt,467445,23,2,1,3,8,77,WCST_Task.2021-05-25-1629.data.8a493289-27e2-4430-ba8f-a18a6d0767a7.txt,N_Back_Task.2021-05-25-1635.data.8a493289-27e2-4430-ba8f-a18a6d0767a7.txt,Corsi_Block_Span_Task.2021-05-25-1636.data.8a493289-27e2-4430-ba8f-a18a6d0767a7.txt,Fitts_Law.2021-05-25-1638.data.8a493289-27e2-4430-ba8f-a18a6d0767a7.txt,Navon_Task.2021-05-25-1641.data.8a493289-27e2-4430-ba8f-a18a6d0767a7.txt,2021-05-25-16-18,2021-05-25-16-41,23,
s.026c204f-aa04-4158-a565-58befdd6a9a7.txt,welcome_screen.2021-05-25-1615.data.026c204f-aa04-4158-a565-58befdd6a9a7.txt,275336,41,2,1,2,3,24,WCST_Task.2021-05-25-1623.data.026c204f-aa04-4158-a565-58befdd6a9a7.txt,N_Back_Task.2021-05-25-1628.data.026c204f-aa04-4158-a565-58befdd6a9a7.txt,Corsi_Block_Span_Task.2021-05-25-1630.data.026c204f-aa04-4158-a565-58befdd6a9a7.txt,Fitts_Law.2021-05-25-1631.data.026c204f-aa04-4158-a565-58befdd6a9a7.txt,"",2021-05-25-16-15,"",""
s.a9dc7468-d239-4aca-bdca-3f79dce9fa5b.txt,welcome_screen.2021-05-25-1625.data.a9dc7468-d239-4aca-bdca-3f79dce9fa5b.txt,403960,"","","","","","","","","","","",2021-05-25-16-24,"",""
s.6f99458b-7763-4ec2-8f9e-e11122b461f7.txt,welcome_screen.2021-05-29-2214.data.6f99458b-7763-4ec2-8f9e-e11122b461f7.txt,388021,30,2,1,3,2,100,WCST_Task.2021-05-29-2236.data.6f99458b-7763-4ec2-8f9e-e11122b461f7.txt,N_Back_Task.2021-05-29-2241.data.6f99458b-7763-4ec2-8f9e-e11122b461f7.txt,Corsi_Block_Span_Task.2021-05-29-2242.data.6f99458b-7763-4ec2-8f9e-e11122b461f7.txt,Fitts_Law.2021-05-29-2243.data.6f99458b-7763-4ec2-8f9e-e11122b461f7.txt,Navon_Task.2021-05-29-2246.data.6f99458b-7763-4ec2-8f9e-e11122b461f7.txt,2021-05-29-22-14,2021-05-29-22-46,32,
s.5b4243d4-bba7-4c58-83fb-d89eabf1cce9.txt,welcome_screen.2021-05-25-1556.data.5b4243d4-bba7-4c58-83fb-d89eabf1cce9.txt,506218,24,2,1,4,8,25,WCST_Task.2021-05-25-1612.data.5b4243d4-bba7-4c58-83fb-d89eabf1cce9.txt,N_Back_Task.2021-05-25-1617.data.5b4243d4-bba7-4c58-83fb-d89eabf1cce9.txt,Corsi_Block_Span_Task.2021-05-25-1619.data.5b4243d4-bba7-4c58-83fb-d89eabf1cce9.txt,Fitts_Law.2021-05-25-1620.data.5b4243d4-bba7-4c58-83fb-d89eabf1cce9.txt,Navon_Task.2021-05-25-1623.data.5b4243d4-bba7-4c58-83fb-d89eabf1cce9.txt,2021-05-25-15-55,2021-05-25-16-23,28,
s.760287b3-bf89-4dde-a8ab-97e7a4ad965c.txt,welcome_screen.2021-05-29-2242.data.760287b3-bf89-4dde-a8ab-97e7a4ad965c.txt,922279,67,2,1,2,6,21,"","","","","",2021-05-29-22-42,"",""
s.cafb9087-5fe5-4728-bf14-ef2bb09453f4.txt,welcome_screen.2021-05-25-1608.data.cafb9087-5fe5-4728-bf14-ef2bb09453f4.txt,135202,24,2,1,3,9,67,WCST_Task.2021-05-25-1619.data.cafb9087-5fe5-4728-bf14-ef2bb09453f4.txt,N_Back_Task.2021-05-25-1624.data.cafb9087-5fe5-4728-bf14-ef2bb09453f4.txt,Corsi_Block_Span_Task.2021-05-25-1626.data.cafb9087-5fe5-4728-bf14-ef2bb09453f4.txt,Fitts_Law.2021-05-25-1627.data.cafb9087-5fe5-4728-bf14-ef2bb09453f4.txt,Navon_Task.2021-05-25-1630.data.cafb9087-5fe5-4728-bf14-ef2bb09453f4.txt,2021-05-25-16-08,2021-05-25-16-30,22,
s.ba2379bc-c2a7-49c9-99b8-d42dc16bbf0f.txt,welcome_screen.2021-05-25-1752.data.ba2379bc-c2a7-49c9-99b8-d42dc16bbf0f.txt,355131,32,2,1,4,5,1,WCST_Task.2021-05-25-1802.data.ba2379bc-c2a7-49c9-99b8-d42dc16bbf0f.txt,N_Back_Task.2021-05-25-1808.data.ba2379bc-c2a7-49c9-99b8-d42dc16bbf0f.txt,Corsi_Block_Span_Task.2021-05-25-1809.data.ba2379bc-c2a7-49c9-99b8-d42dc16bbf0f.txt,Fitts_Law.2021-05-25-1811.data.ba2379bc-c2a7-49c9-99b8-d42dc16bbf0f.txt,Navon_Task.2021-05-25-1815.data.ba2379bc-c2a7-49c9-99b8-d42dc16bbf0f.txt,2021-05-25-17-51,2021-05-25-18-15,24,
s.48809af9-ebcd-421d-84eb-764e2381a01a.txt,welcome_screen.2021-05-25-1607.data.48809af9-ebcd-421d-84eb-764e2381a01a.txt,406595,32,1,1,3,7,19,WCST_Task.2021-05-25-1616.data.48809af9-ebcd-421d-84eb-764e2381a01a.txt,N_Back_Task.2021-05-25-1624.data.48809af9-ebcd-421d-84eb-764e2381a01a.txt,Corsi_Block_Span_Task.2021-05-25-1624.data.48809af9-ebcd-421d-84eb-764e2381a01a.txt,Fitts_Law.2021-05-25-1626.data.48809af9-ebcd-421d-84eb-764e2381a01a.txt,Navon_Task.2021-05-25-1629.data.48809af9-ebcd-421d-84eb-764e2381a01a.txt,2021-05-25-16-06,2021-05-25-16-29,23,
