,participant,reward,status,action,rule,rule_correct,rule_used,n_t
13295,902113.0,0,3,,color,color,time out,95
13296,902113.0,0,3,,color,color,time out,96
13297,902113.0,0,2,,color,color,no rule,97
13298,902113.0,0,3,,color,color,time out,98
13299,902113.0,1,1,3,color,color,color,99
13300,335802.0,0,2,3,shape,shape,color,0
13301,335802.0,0,2,,shape,shape,no rule,1
13302,335802.0,1,1,1,shape,shape,shape,2
13303,335802.0,1,1,1,shape,shape,shape,3
13304,335802.0,1,1,1,shape,shape,shape,4
13305,335802.0,1,1,1,shape,shape,shape,5
13306,335802.0,1,1,1,shape,shape,shape,6
13307,335802.0,1,1,1,shape,shape,shape,7
13308,335802.0,1,1,1,shape,shape,shape,8
13309,335802.0,1,1,1,shape,shape,shape,9
13310,335802.0,1,1,2,number,number,number,10
13311,335802.0,0,2,3,number,number,color,11
13312,335802.0,0,2,1,number,number,shape,12
13313,335802.0,1,1,2,number,number,number,13
13314,335802.0,1,1,2,number,number,number,14
13315,335802.0,1,1,2,number,number,number,15
13316,335802.0,1,1,2,number,number,number,16
13317,335802.0,0,3,,number,number,time out,17
13318,335802.0,1,1,2,number,number,number,18
13319,335802.0,1,1,3,color,color,color,19
13320,335802.0,0,2,1,color,color,shape,20
13321,335802.0,1,1,3,color,color,color,21
13322,335802.0,1,1,3,color,color,color,22
13323,335802.0,1,1,3,color,color,color,23
13324,335802.0,1,1,3,color,color,color,24
13325,335802.0,1,1,3,color,color,color,25
13326,335802.0,0,3,,color,color,time out,26
13327,335802.0,1,1,1,shape,shape,shape,27
13328,335802.0,1,1,1,shape,shape,shape,28
13329,335802.0,0,3,,shape,shape,time out,29
13330,335802.0,1,1,1,shape,shape,shape,30
13331,335802.0,0,3,,shape,shape,time out,31
13332,335802.0,0,3,,shape,shape,time out,32
13333,335802.0,1,1,1,shape,shape,shape,33
13334,335802.0,0,3,,shape,shape,time out,34
13335,335802.0,0,2,1,number,number,shape,35
13336,335802.0,0,2,3,number,number,color,36
13337,335802.0,0,2,1,number,number,shape,37
13338,335802.0,0,2,3,number,number,color,38
13339,335802.0,0,2,1,number,number,shape,39
13340,335802.0,0,2,3,number,number,color,40
13341,335802.0,0,2,3,number,number,color,41
13342,335802.0,0,2,1,color,color,shape,42
13343,335802.0,1,1,3,color,color,color,43
13344,335802.0,0,2,,color,color,no rule,44
13345,335802.0,0,2,1,color,color,shape,45
13346,335802.0,0,2,2,color,color,number,46
13347,335802.0,0,2,,number,number,no rule,47
13348,335802.0,1,1,2,number,number,number,48
13349,335802.0,0,3,,number,number,time out,49
13350,335802.0,0,3,,number,number,time out,50
13351,335802.0,0,3,,number,number,time out,51
13352,335802.0,0,2,3,number,number,color,52
13353,335802.0,1,1,1,shape,shape,shape,53
13354,335802.0,0,3,,shape,shape,time out,54
13355,335802.0,0,3,,shape,shape,time out,55
13356,335802.0,0,3,,shape,shape,time out,56
13357,335802.0,1,1,1,shape,shape,shape,57
13358,335802.0,0,3,,shape,shape,time out,58
13359,335802.0,0,2,2,shape,shape,number,59
13360,335802.0,1,1,3,color,color,color,60
13361,335802.0,1,1,3,color,color,color,61
13362,335802.0,1,1,3,color,color,color,62
13363,335802.0,1,1,3,color,color,color,63
13364,335802.0,0,3,,color,color,time out,64
13365,335802.0,1,1,1,shape,shape,shape,65
13366,335802.0,1,1,1,shape,shape,shape,66
13367,335802.0,0,3,,shape,shape,time out,67
13368,335802.0,1,1,1,shape,shape,shape,68
13369,335802.0,0,3,,shape,shape,time out,69
13370,335802.0,0,3,,number,number,time out,70
13371,335802.0,0,3,,number,number,time out,71
13372,335802.0,0,3,,number,number,time out,72
13373,335802.0,0,3,,number,number,time out,73
13374,335802.0,0,2,3,number,number,color,74
13375,335802.0,1,1,2,number,number,number,75
13376,335802.0,0,3,,number,number,time out,76
13377,335802.0,0,3,,shape,shape,time out,77
13378,335802.0,0,3,,shape,shape,time out,78
13379,335802.0,0,3,,shape,shape,time out,79
13380,335802.0,1,1,1,shape,shape,shape,80
13381,335802.0,0,3,,shape,shape,time out,81
13382,335802.0,0,3,,shape,shape,time out,82
13383,335802.0,0,3,,color,color,time out,83
13384,335802.0,0,3,,color,color,time out,84
13385,335802.0,0,3,,color,color,time out,85
13386,335802.0,0,3,,color,color,time out,86
13387,335802.0,1,1,3,color,color,color,87
13388,335802.0,0,3,,shape,shape,time out,88
13389,335802.0,1,1,1,shape,shape,shape,89
13390,335802.0,1,1,1,shape,shape,shape,90
13391,335802.0,0,3,,shape,shape,time out,91
13392,335802.0,0,3,,shape,shape,time out,92
13393,335802.0,1,1,1,shape,shape,shape,93
13394,335802.0,1,1,3,color,color,color,94
13395,335802.0,0,3,,color,color,time out,95
13396,335802.0,0,3,,color,color,time out,96
13397,335802.0,0,3,,color,color,time out,97
13398,335802.0,0,3,,color,color,time out,98
13399,335802.0,0,3,,color,color,time out,99
13400,875693.0,1,1,1,shape,shape,shape,0
13401,875693.0,1,1,1,shape,shape,shape,1
13402,875693.0,0,3,,shape,shape,time out,2
13403,875693.0,1,1,1,shape,shape,shape,3
13404,875693.0,1,1,1,shape,shape,shape,4
13405,875693.0,1,1,1,shape,shape,shape,5
13406,875693.0,1,1,1,shape,shape,shape,6
13407,875693.0,1,1,1,shape,shape,shape,7
13408,875693.0,1,1,1,shape,shape,shape,8
13409,875693.0,1,1,1,shape,shape,shape,9
13410,875693.0,0,2,1,number,number,shape,10
13411,875693.0,0,2,3,number,number,color,11
13412,875693.0,0,2,1,number,number,shape,12
13413,875693.0,0,2,3,number,number,color,13
13414,875693.0,1,1,2,number,number,number,14
13415,875693.0,1,1,2,number,number,number,15
13416,875693.0,1,1,2,number,number,number,16
13417,875693.0,0,3,,number,number,time out,17
13418,875693.0,1,1,2,number,number,number,18
13419,875693.0,0,2,1,color,color,shape,19
13420,875693.0,0,2,1,color,color,shape,20
13421,875693.0,1,1,3,color,color,color,21
13422,875693.0,1,1,3,color,color,color,22
13423,875693.0,1,1,3,color,color,color,23
13424,875693.0,1,1,3,color,color,color,24
13425,875693.0,1,1,3,color,color,color,25
13426,875693.0,1,1,3,color,color,color,26
13427,875693.0,1,1,1,shape,shape,shape,27
13428,875693.0,1,1,1,shape,shape,shape,28
13429,875693.0,1,1,1,shape,shape,shape,29
13430,875693.0,1,1,1,shape,shape,shape,30
13431,875693.0,1,1,1,shape,shape,shape,31
13432,875693.0,1,1,1,shape,shape,shape,32
13433,875693.0,1,1,1,shape,shape,shape,33
13434,875693.0,1,1,1,shape,shape,shape,34
13435,875693.0,0,2,1,number,number,shape,35
13436,875693.0,1,1,2,number,number,number,36
13437,875693.0,0,2,1,number,number,shape,37
13438,875693.0,1,1,2,number,number,number,38
13439,875693.0,0,2,1,number,number,shape,39
13440,875693.0,0,2,1,number,number,shape,40
13441,875693.0,1,1,2,number,number,number,41
13442,875693.0,1,1,3,color,color,color,42
13443,875693.0,1,1,3,color,color,color,43
13444,875693.0,1,1,3,color,color,color,44
13445,875693.0,1,1,3,color,color,color,45
13446,875693.0,1,1,3,color,color,color,46
13447,875693.0,0,2,1,number,number,shape,47
13448,875693.0,1,1,2,number,number,number,48
13449,875693.0,0,2,1,number,number,shape,49
13450,875693.0,0,2,3,number,number,color,50
13451,875693.0,0,2,3,number,number,color,51
13452,875693.0,0,2,3,number,number,color,52
13453,875693.0,1,1,1,shape,shape,shape,53
13454,875693.0,1,1,1,shape,shape,shape,54
13455,875693.0,1,1,1,shape,shape,shape,55
13456,875693.0,0,3,,shape,shape,time out,56
13457,875693.0,1,1,1,shape,shape,shape,57
13458,875693.0,1,1,1,shape,shape,shape,58
13459,875693.0,1,1,1,shape,shape,shape,59
13460,875693.0,1,1,3,color,color,color,60
13461,875693.0,1,1,3,color,color,color,61
13462,875693.0,1,1,3,color,color,color,62
13463,875693.0,1,1,3,color,color,color,63
13464,875693.0,1,1,3,color,color,color,64
13465,875693.0,1,1,1,shape,shape,shape,65
13466,875693.0,1,1,1,shape,shape,shape,66
13467,875693.0,1,1,1,shape,shape,shape,67
13468,875693.0,1,1,1,shape,shape,shape,68
13469,875693.0,1,1,1,shape,shape,shape,69
13470,875693.0,0,2,3,number,number,color,70
13471,875693.0,0,2,3,number,number,color,71
13472,875693.0,0,2,1,number,number,shape,72
13473,875693.0,0,2,1,number,number,shape,73
13474,875693.0,0,3,,number,number,time out,74
13475,875693.0,0,2,1,number,number,shape,75
13476,875693.0,0,2,3,number,number,color,76
13477,875693.0,0,2,3,shape,shape,color,77
13478,875693.0,0,2,3,shape,shape,color,78
13479,875693.0,1,1,1,shape,shape,shape,79
13480,875693.0,1,1,1,shape,shape,shape,80
13481,875693.0,1,1,1,shape,shape,shape,81
13482,875693.0,1,1,1,shape,shape,shape,82
13483,875693.0,1,1,3,color,color,color,83
13484,875693.0,1,1,3,color,color,color,84
13485,875693.0,1,1,3,color,color,color,85
13486,875693.0,1,1,3,color,color,color,86
13487,875693.0,1,1,3,color,color,color,87
13488,875693.0,0,2,3,shape,shape,color,88
13489,875693.0,1,1,1,shape,shape,shape,89
13490,875693.0,1,1,1,shape,shape,shape,90
13491,875693.0,1,1,1,shape,shape,shape,91
13492,875693.0,1,1,1,shape,shape,shape,92
13493,875693.0,1,1,1,shape,shape,shape,93
13494,875693.0,1,1,3,color,color,color,94
13495,875693.0,0,2,2,color,color,number,95
13496,875693.0,1,1,3,color,color,color,96
13497,875693.0,1,1,3,color,color,color,97
13498,875693.0,1,1,3,color,color,color,98
13499,875693.0,1,1,3,color,color,color,99
13500,521567.0,0,2,2,shape,shape,number,0
13501,521567.0,0,3,,shape,shape,time out,1
13502,521567.0,0,2,3,shape,shape,color,2
13503,521567.0,1,1,1,shape,shape,shape,3
13504,521567.0,1,1,1,shape,shape,shape,4
13505,521567.0,1,1,1,shape,shape,shape,5
13506,521567.0,1,1,1,shape,shape,shape,6
13507,521567.0,1,1,1,shape,shape,shape,7
13508,521567.0,1,1,1,shape,shape,shape,8
13509,521567.0,1,1,1,shape,shape,shape,9
13510,521567.0,0,2,1,number,number,shape,10
13511,521567.0,0,2,1,number,number,shape,11
13512,521567.0,0,2,1,number,number,shape,12
13513,521567.0,0,2,3,number,number,color,13
13514,521567.0,0,2,1,number,number,shape,14
13515,521567.0,0,2,1,number,number,shape,15
13516,521567.0,0,2,3,number,number,color,16
13517,521567.0,0,2,3,number,number,color,17
13518,521567.0,0,2,1,number,number,shape,18
13519,521567.0,1,1,3,color,color,color,19
13520,521567.0,1,1,3,color,color,color,20
13521,521567.0,1,1,3,color,color,color,21
13522,521567.0,1,1,3,color,color,color,22
13523,521567.0,1,1,3,color,color,color,23
13524,521567.0,1,1,3,color,color,color,24
13525,521567.0,1,1,3,color,color,color,25
13526,521567.0,1,1,3,color,color,color,26
13527,521567.0,1,1,1,shape,shape,shape,27
13528,521567.0,1,1,1,shape,shape,shape,28
13529,521567.0,1,1,1,shape,shape,shape,29
13530,521567.0,1,1,1,shape,shape,shape,30
13531,521567.0,1,1,1,shape,shape,shape,31
13532,521567.0,1,1,1,shape,shape,shape,32
13533,521567.0,1,1,1,shape,shape,shape,33
13534,521567.0,1,1,1,shape,shape,shape,34
13535,521567.0,0,2,1,number,number,shape,35
13536,521567.0,0,2,1,number,number,shape,36
13537,521567.0,1,1,2,number,number,number,37
13538,521567.0,1,1,2,number,number,number,38
13539,521567.0,1,1,2,number,number,number,39
13540,521567.0,1,1,2,number,number,number,40
13541,521567.0,0,2,3,number,number,color,41
13542,521567.0,0,2,1,color,color,shape,42
13543,521567.0,1,1,3,color,color,color,43
13544,521567.0,1,1,3,color,color,color,44
13545,521567.0,1,1,3,color,color,color,45
13546,521567.0,1,1,3,color,color,color,46
13547,521567.0,0,2,3,number,number,color,47
13548,521567.0,1,1,2,number,number,number,48
13549,521567.0,1,1,2,number,number,number,49
13550,521567.0,1,1,2,number,number,number,50
13551,521567.0,1,1,2,number,number,number,51
13552,521567.0,1,1,2,number,number,number,52
13553,521567.0,0,2,3,shape,shape,color,53
13554,521567.0,1,1,1,shape,shape,shape,54
13555,521567.0,1,1,1,shape,shape,shape,55
13556,521567.0,1,1,1,shape,shape,shape,56
13557,521567.0,1,1,1,shape,shape,shape,57
13558,521567.0,1,1,1,shape,shape,shape,58
13559,521567.0,1,1,1,shape,shape,shape,59
13560,521567.0,1,1,3,color,color,color,60
13561,521567.0,1,1,3,color,color,color,61
13562,521567.0,1,1,3,color,color,color,62
13563,521567.0,1,1,3,color,color,color,63
13564,521567.0,1,1,3,color,color,color,64
13565,521567.0,1,1,1,shape,shape,shape,65
13566,521567.0,1,1,1,shape,shape,shape,66
13567,521567.0,1,1,1,shape,shape,shape,67
13568,521567.0,1,1,1,shape,shape,shape,68
13569,521567.0,1,1,1,shape,shape,shape,69
13570,521567.0,0,2,3,number,number,color,70
13571,521567.0,1,1,2,number,number,number,71
13572,521567.0,1,1,2,number,number,number,72
13573,521567.0,1,1,2,number,number,number,73
13574,521567.0,1,1,2,number,number,number,74
13575,521567.0,0,2,3,number,number,color,75
13576,521567.0,1,1,2,number,number,number,76
13577,521567.0,0,2,3,shape,shape,color,77
13578,521567.0,1,1,1,shape,shape,shape,78
13579,521567.0,1,1,1,shape,shape,shape,79
13580,521567.0,1,1,1,shape,shape,shape,80
13581,521567.0,1,1,1,shape,shape,shape,81
13582,521567.0,1,1,1,shape,shape,shape,82
13583,521567.0,0,2,2,color,color,number,83
13584,521567.0,1,1,3,color,color,color,84
13585,521567.0,1,1,3,color,color,color,85
13586,521567.0,1,1,3,color,color,color,86
13587,521567.0,1,1,3,color,color,color,87
13588,521567.0,1,1,1,shape,shape,shape,88
13589,521567.0,1,1,1,shape,shape,shape,89
13590,521567.0,1,1,1,shape,shape,shape,90
13591,521567.0,1,1,1,shape,shape,shape,91
13592,521567.0,1,1,1,shape,shape,shape,92
13593,521567.0,1,1,1,shape,shape,shape,93
13594,521567.0,1,1,3,color,color,color,94
13595,521567.0,1,1,3,color,color,color,95
13596,521567.0,1,1,3,color,color,color,96
13597,521567.0,1,1,3,color,color,color,97
13598,521567.0,1,1,3,color,color,color,98
13599,521567.0,1,1,3,color,color,color,99
13600,433277.0,0,2,2,shape,shape,number,0
13601,433277.0,1,1,1,shape,shape,shape,1
13602,433277.0,1,1,1,shape,shape,shape,2
13603,433277.0,1,1,1,shape,shape,shape,3
13604,433277.0,1,1,1,shape,shape,shape,4
13605,433277.0,1,1,1,shape,shape,shape,5
13606,433277.0,1,1,1,shape,shape,shape,6
13607,433277.0,1,1,1,shape,shape,shape,7
13608,433277.0,1,1,1,shape,shape,shape,8
13609,433277.0,1,1,1,shape,shape,shape,9
13610,433277.0,0,2,1,number,number,shape,10
13611,433277.0,0,2,,number,number,no rule,11
13612,433277.0,0,2,3,number,number,color,12
13613,433277.0,0,2,3,number,number,color,13
13614,433277.0,0,2,3,number,number,color,14
13615,433277.0,1,1,2,number,number,number,15
13616,433277.0,1,1,2,number,number,number,16
13617,433277.0,1,1,2,number,number,number,17
13618,433277.0,1,1,2,number,number,number,18
13619,433277.0,0,2,1,color,color,shape,19
13620,433277.0,0,2,2,color,color,number,20
13621,433277.0,1,1,3,color,color,color,21
13622,433277.0,1,1,3,color,color,color,22
13623,433277.0,1,1,3,color,color,color,23
13624,433277.0,1,1,3,color,color,color,24
13625,433277.0,1,1,3,color,color,color,25
13626,433277.0,1,1,3,color,color,color,26
13627,433277.0,1,1,1,shape,shape,shape,27
13628,433277.0,1,1,1,shape,shape,shape,28
13629,433277.0,1,1,1,shape,shape,shape,29
13630,433277.0,1,1,1,shape,shape,shape,30
13631,433277.0,1,1,1,shape,shape,shape,31
13632,433277.0,1,1,1,shape,shape,shape,32
13633,433277.0,1,1,1,shape,shape,shape,33
13634,433277.0,0,2,3,shape,shape,color,34
13635,433277.0,0,2,1,number,number,shape,35
13636,433277.0,1,1,2,number,number,number,36
13637,433277.0,1,1,2,number,number,number,37
13638,433277.0,1,1,2,number,number,number,38
13639,433277.0,1,1,2,number,number,number,39
13640,433277.0,0,2,3,number,number,color,40
13641,433277.0,1,1,2,number,number,number,41
13642,433277.0,0,2,1,color,color,shape,42
13643,433277.0,0,2,2,color,color,number,43
13644,433277.0,0,2,1,color,color,shape,44
13645,433277.0,1,1,3,color,color,color,45
13646,433277.0,1,1,3,color,color,color,46
13647,433277.0,0,2,1,number,number,shape,47
13648,433277.0,0,2,3,number,number,color,48
13649,433277.0,1,1,2,number,number,number,49
13650,433277.0,1,1,2,number,number,number,50
13651,433277.0,0,2,1,number,number,shape,51
13652,433277.0,1,1,2,number,number,number,52
13653,433277.0,0,2,2,shape,shape,number,53
13654,433277.0,0,2,3,shape,shape,color,54
13655,433277.0,1,1,1,shape,shape,shape,55
13656,433277.0,0,2,2,shape,shape,number,56
13657,433277.0,0,2,3,shape,shape,color,57
13658,433277.0,1,1,1,shape,shape,shape,58
13659,433277.0,1,1,1,shape,shape,shape,59
13660,433277.0,1,1,3,color,color,color,60
13661,433277.0,1,1,3,color,color,color,61
13662,433277.0,1,1,3,color,color,color,62
13663,433277.0,1,1,3,color,color,color,63
13664,433277.0,1,1,3,color,color,color,64
13665,433277.0,1,1,1,shape,shape,shape,65
13666,433277.0,1,1,1,shape,shape,shape,66
13667,433277.0,1,1,1,shape,shape,shape,67
13668,433277.0,1,1,1,shape,shape,shape,68
13669,433277.0,1,1,1,shape,shape,shape,69
13670,433277.0,0,2,1,number,number,shape,70
13671,433277.0,0,2,3,number,number,color,71
13672,433277.0,1,1,2,number,number,number,72
13673,433277.0,0,2,1,number,number,shape,73
13674,433277.0,1,1,2,number,number,number,74
13675,433277.0,0,2,3,number,number,color,75
13676,433277.0,1,1,2,number,number,number,76
13677,433277.0,0,2,2,shape,shape,number,77
13678,433277.0,0,2,2,shape,shape,number,78
13679,433277.0,0,2,3,shape,shape,color,79
13680,433277.0,0,2,2,shape,shape,number,80
13681,433277.0,1,1,1,shape,shape,shape,81
13682,433277.0,1,1,1,shape,shape,shape,82
13683,433277.0,1,1,3,color,color,color,83
13684,433277.0,1,1,3,color,color,color,84
13685,433277.0,1,1,3,color,color,color,85
13686,433277.0,1,1,3,color,color,color,86
13687,433277.0,1,1,3,color,color,color,87
13688,433277.0,1,1,1,shape,shape,shape,88
13689,433277.0,1,1,1,shape,shape,shape,89
13690,433277.0,1,1,1,shape,shape,shape,90
13691,433277.0,1,1,1,shape,shape,shape,91
13692,433277.0,1,1,1,shape,shape,shape,92
13693,433277.0,1,1,1,shape,shape,shape,93
13694,433277.0,1,1,3,color,color,color,94
13695,433277.0,1,1,3,color,color,color,95
13696,433277.0,1,1,3,color,color,color,96
13697,433277.0,1,1,3,color,color,color,97
13698,433277.0,1,1,3,color,color,color,98
13699,433277.0,1,1,3,color,color,color,99
13700,431418.0,1,1,1,shape,shape,shape,0
13701,431418.0,0,2,3,shape,shape,color,1
13702,431418.0,0,2,2,shape,shape,number,2
13703,431418.0,0,2,3,shape,shape,color,3
13704,431418.0,0,2,3,shape,shape,color,4
13705,431418.0,1,1,1,shape,shape,shape,5
13706,431418.0,1,1,1,shape,shape,shape,6
13707,431418.0,1,1,1,shape,shape,shape,7
13708,431418.0,1,1,1,shape,shape,shape,8
13709,431418.0,1,1,1,shape,shape,shape,9
13710,431418.0,0,2,3,number,number,color,10
13711,431418.0,1,1,2,number,number,number,11
13712,431418.0,1,1,2,number,number,number,12
13713,431418.0,1,1,2,number,number,number,13
13714,431418.0,1,1,2,number,number,number,14
13715,431418.0,1,1,2,number,number,number,15
13716,431418.0,1,1,2,number,number,number,16
13717,431418.0,1,1,2,number,number,number,17
13718,431418.0,1,1,2,number,number,number,18
13719,431418.0,0,2,1,color,color,shape,19
13720,431418.0,1,1,3,color,color,color,20
13721,431418.0,1,1,3,color,color,color,21
13722,431418.0,1,1,3,color,color,color,22
13723,431418.0,1,1,3,color,color,color,23
13724,431418.0,0,2,1,color,color,shape,24
13725,431418.0,1,1,3,color,color,color,25
13726,431418.0,1,1,3,color,color,color,26
13727,431418.0,1,1,1,shape,shape,shape,27
13728,431418.0,1,1,1,shape,shape,shape,28
13729,431418.0,1,1,1,shape,shape,shape,29
13730,431418.0,1,1,1,shape,shape,shape,30
13731,431418.0,0,2,3,shape,shape,color,31
13732,431418.0,1,1,1,shape,shape,shape,32
13733,431418.0,1,1,1,shape,shape,shape,33
13734,431418.0,1,1,1,shape,shape,shape,34
13735,431418.0,0,2,3,number,number,color,35
13736,431418.0,0,2,3,number,number,color,36
13737,431418.0,1,1,2,number,number,number,37
13738,431418.0,1,1,2,number,number,number,38
13739,431418.0,1,1,2,number,number,number,39
13740,431418.0,1,1,2,number,number,number,40
13741,431418.0,1,1,2,number,number,number,41
13742,431418.0,0,2,1,color,color,shape,42
13743,431418.0,0,2,1,color,color,shape,43
13744,431418.0,1,1,3,color,color,color,44
13745,431418.0,1,1,3,color,color,color,45
13746,431418.0,1,1,3,color,color,color,46
13747,431418.0,0,2,3,number,number,color,47
13748,431418.0,0,2,3,number,number,color,48
13749,431418.0,1,1,2,number,number,number,49
13750,431418.0,1,1,2,number,number,number,50
13751,431418.0,1,1,2,number,number,number,51
13752,431418.0,1,1,2,number,number,number,52
13753,431418.0,0,2,3,shape,shape,color,53
13754,431418.0,0,2,2,shape,shape,number,54
13755,431418.0,0,2,3,shape,shape,color,55
13756,431418.0,0,2,2,shape,shape,number,56
13757,431418.0,1,1,1,shape,shape,shape,57
13758,431418.0,0,2,3,shape,shape,color,58
13759,431418.0,0,2,3,shape,shape,color,59
13760,431418.0,1,1,3,color,color,color,60
13761,431418.0,1,1,3,color,color,color,61
13762,431418.0,1,1,3,color,color,color,62
13763,431418.0,1,1,3,color,color,color,63
13764,431418.0,1,1,3,color,color,color,64
13765,431418.0,1,1,1,shape,shape,shape,65
13766,431418.0,1,1,1,shape,shape,shape,66
13767,431418.0,1,1,1,shape,shape,shape,67
13768,431418.0,1,1,1,shape,shape,shape,68
13769,431418.0,1,1,1,shape,shape,shape,69
13770,431418.0,0,2,1,number,number,shape,70
13771,431418.0,0,2,3,number,number,color,71
13772,431418.0,1,1,2,number,number,number,72
13773,431418.0,0,2,1,number,number,shape,73
13774,431418.0,1,1,2,number,number,number,74
13775,431418.0,1,1,2,number,number,number,75
13776,431418.0,1,1,2,number,number,number,76
13777,431418.0,0,2,2,shape,shape,number,77
13778,431418.0,0,2,3,shape,shape,color,78
13779,431418.0,0,2,2,shape,shape,number,79
13780,431418.0,1,1,1,shape,shape,shape,80
13781,431418.0,1,1,1,shape,shape,shape,81
13782,431418.0,1,1,1,shape,shape,shape,82
13783,431418.0,1,1,3,color,color,color,83
13784,431418.0,1,1,3,color,color,color,84
13785,431418.0,1,1,3,color,color,color,85
13786,431418.0,1,1,3,color,color,color,86
13787,431418.0,1,1,3,color,color,color,87
13788,431418.0,1,1,1,shape,shape,shape,88
13789,431418.0,1,1,1,shape,shape,shape,89
13790,431418.0,1,1,1,shape,shape,shape,90
13791,431418.0,1,1,1,shape,shape,shape,91
13792,431418.0,1,1,1,shape,shape,shape,92
13793,431418.0,1,1,1,shape,shape,shape,93
13794,431418.0,1,1,3,color,color,color,94
13795,431418.0,1,1,3,color,color,color,95
13796,431418.0,1,1,3,color,color,color,96
13797,431418.0,1,1,3,color,color,color,97
13798,431418.0,1,1,3,color,color,color,98
13799,431418.0,1,1,3,color,color,color,99
13800,456042.0,0,2,3,shape,shape,color,0
13801,456042.0,1,1,1,shape,shape,shape,1
13802,456042.0,0,3,,shape,shape,time out,2
13803,456042.0,0,3,,shape,shape,time out,3
13804,456042.0,0,3,,shape,shape,time out,4
13805,456042.0,0,3,,shape,shape,time out,5
13806,456042.0,0,3,,shape,shape,time out,6
13807,456042.0,0,3,,shape,shape,time out,7
13808,456042.0,0,3,,shape,shape,time out,8
13809,456042.0,0,3,,shape,shape,time out,9
13810,456042.0,0,3,,number,number,time out,10
13811,456042.0,0,3,,number,number,time out,11
13812,456042.0,0,3,,number,number,time out,12
13813,456042.0,0,2,1,number,number,shape,13
13814,456042.0,0,2,3,number,number,color,14
13815,456042.0,0,2,3,number,number,color,15
13816,456042.0,0,2,3,number,number,color,16
13817,456042.0,0,2,,number,number,no rule,17
13818,456042.0,0,2,3,number,number,color,18
13819,456042.0,0,2,,color,color,no rule,19
13820,456042.0,1,1,3,color,color,color,20
13821,456042.0,1,1,3,color,color,color,21
13822,456042.0,1,1,3,color,color,color,22
13823,456042.0,1,1,3,color,color,color,23
13824,456042.0,0,2,1,color,color,shape,24
13825,456042.0,1,1,3,color,color,color,25
13826,456042.0,0,3,,color,color,time out,26
13827,456042.0,0,3,,shape,shape,time out,27
13828,456042.0,0,3,,shape,shape,time out,28
13829,456042.0,0,3,,shape,shape,time out,29
13830,456042.0,0,3,,shape,shape,time out,30
13831,456042.0,0,3,,shape,shape,time out,31
13832,456042.0,0,2,3,shape,shape,color,32
13833,456042.0,0,2,,shape,shape,no rule,33
13834,456042.0,0,3,,shape,shape,time out,34
13835,456042.0,0,3,,number,number,time out,35
13836,456042.0,0,3,,number,number,time out,36
13837,456042.0,0,3,,number,number,time out,37
13838,456042.0,0,3,,number,number,time out,38
13839,456042.0,0,3,,number,number,time out,39
13840,456042.0,0,3,,number,number,time out,40
13841,456042.0,0,3,,number,number,time out,41
13842,456042.0,0,3,,color,color,time out,42
13843,456042.0,0,3,,color,color,time out,43
13844,456042.0,0,3,,color,color,time out,44
13845,456042.0,0,3,,color,color,time out,45
13846,456042.0,0,3,,color,color,time out,46
13847,456042.0,0,3,,number,number,time out,47
13848,456042.0,0,2,1,number,number,shape,48
13849,456042.0,0,2,3,number,number,color,49
13850,456042.0,0,3,,number,number,time out,50
13851,456042.0,0,3,,number,number,time out,51
13852,456042.0,0,3,,number,number,time out,52
13853,456042.0,0,2,3,shape,shape,color,53
13854,456042.0,0,3,,shape,shape,time out,54
13855,456042.0,0,3,,shape,shape,time out,55
13856,456042.0,0,3,,shape,shape,time out,56
13857,456042.0,0,3,,shape,shape,time out,57
13858,456042.0,0,3,,shape,shape,time out,58
13859,456042.0,0,3,,shape,shape,time out,59
13860,456042.0,0,3,,color,color,time out,60
13861,456042.0,0,3,,color,color,time out,61
13862,456042.0,0,3,,color,color,time out,62
13863,456042.0,0,3,,color,color,time out,63
13864,456042.0,0,3,,color,color,time out,64
13865,456042.0,0,3,,shape,shape,time out,65
13866,456042.0,0,3,,shape,shape,time out,66
13867,456042.0,0,3,,shape,shape,time out,67
13868,456042.0,0,3,,shape,shape,time out,68
13869,456042.0,0,3,,shape,shape,time out,69
13870,456042.0,0,3,,number,number,time out,70
13871,456042.0,0,3,,number,number,time out,71
13872,456042.0,0,3,,number,number,time out,72
13873,456042.0,0,3,,number,number,time out,73
13874,456042.0,0,3,,number,number,time out,74
13875,456042.0,0,3,,number,number,time out,75
13876,456042.0,0,3,,number,number,time out,76
13877,456042.0,0,3,,shape,shape,time out,77
13878,456042.0,0,3,,shape,shape,time out,78
13879,456042.0,0,3,,shape,shape,time out,79
13880,456042.0,0,3,,shape,shape,time out,80
13881,456042.0,0,3,,shape,shape,time out,81
13882,456042.0,0,3,,shape,shape,time out,82
13883,456042.0,0,3,,color,color,time out,83
13884,456042.0,0,3,,color,color,time out,84
13885,456042.0,0,3,,color,color,time out,85
13886,456042.0,0,3,,color,color,time out,86
13887,456042.0,0,3,,color,color,time out,87
13888,456042.0,0,3,,shape,shape,time out,88
13889,456042.0,0,3,,shape,shape,time out,89
13890,456042.0,0,3,,shape,shape,time out,90
13891,456042.0,0,3,,shape,shape,time out,91
13892,456042.0,1,1,1,shape,shape,shape,92
13893,456042.0,1,1,1,shape,shape,shape,93
13894,456042.0,1,1,3,color,color,color,94
13895,456042.0,1,1,3,color,color,color,95
13896,456042.0,1,1,3,color,color,color,96
