,participant,reward,status,action,rule,rule_correct,rule_used,n_t
5592,971229.0,1,1,1,shape,shape,shape,92
5593,971229.0,1,1,1,shape,shape,shape,93
5594,971229.0,1,1,3,color,color,color,94
5595,971229.0,1,1,3,color,color,color,95
5596,971229.0,1,1,3,color,color,color,96
5597,971229.0,1,1,3,color,color,color,97
5598,971229.0,1,1,3,color,color,color,98
5599,971229.0,1,1,3,color,color,color,99
5600,211021.0,1,1,1,shape,shape,shape,0
5601,211021.0,1,1,1,shape,shape,shape,1
5602,211021.0,1,1,1,shape,shape,shape,2
5603,211021.0,1,1,1,shape,shape,shape,3
5604,211021.0,1,1,1,shape,shape,shape,4
5605,211021.0,1,1,1,shape,shape,shape,5
5606,211021.0,1,1,1,shape,shape,shape,6
5607,211021.0,1,1,1,shape,shape,shape,7
5608,211021.0,1,1,1,shape,shape,shape,8
5609,211021.0,1,1,1,shape,shape,shape,9
5610,211021.0,0,2,1,number,number,shape,10
5611,211021.0,0,2,3,number,number,color,11
5612,211021.0,1,1,2,number,number,number,12
5613,211021.0,1,1,2,number,number,number,13
5614,211021.0,1,1,2,number,number,number,14
5615,211021.0,1,1,2,number,number,number,15
5616,211021.0,1,1,2,number,number,number,16
5617,211021.0,1,1,2,number,number,number,17
5618,211021.0,1,1,2,number,number,number,18
5619,211021.0,0,2,1,color,color,shape,19
5620,211021.0,0,2,1,color,color,shape,20
5621,211021.0,0,2,2,color,color,number,21
5622,211021.0,1,1,3,color,color,color,22
5623,211021.0,1,1,3,color,color,color,23
5624,211021.0,0,2,1,color,color,shape,24
5625,211021.0,1,1,3,color,color,color,25
5626,211021.0,1,1,3,color,color,color,26
5627,211021.0,1,1,1,shape,shape,shape,27
5628,211021.0,1,1,1,shape,shape,shape,28
5629,211021.0,1,1,1,shape,shape,shape,29
5630,211021.0,1,1,1,shape,shape,shape,30
5631,211021.0,1,1,1,shape,shape,shape,31
5632,211021.0,1,1,1,shape,shape,shape,32
5633,211021.0,1,1,1,shape,shape,shape,33
5634,211021.0,1,1,1,shape,shape,shape,34
5635,211021.0,0,2,3,number,number,color,35
5636,211021.0,0,2,3,number,number,color,36
5637,211021.0,1,1,2,number,number,number,37
5638,211021.0,1,1,2,number,number,number,38
5639,211021.0,1,1,2,number,number,number,39
5640,211021.0,1,1,2,number,number,number,40
5641,211021.0,1,1,2,number,number,number,41
5642,211021.0,0,2,1,color,color,shape,42
5643,211021.0,0,2,2,color,color,number,43
5644,211021.0,1,1,3,color,color,color,44
5645,211021.0,1,1,3,color,color,color,45
5646,211021.0,1,1,3,color,color,color,46
5647,211021.0,0,2,3,number,number,color,47
5648,211021.0,0,2,3,number,number,color,48
5649,211021.0,1,1,2,number,number,number,49
5650,211021.0,1,1,2,number,number,number,50
5651,211021.0,1,1,2,number,number,number,51
5652,211021.0,1,1,2,number,number,number,52
5653,211021.0,0,2,2,shape,shape,number,53
5654,211021.0,0,2,3,shape,shape,color,54
5655,211021.0,1,1,1,shape,shape,shape,55
5656,211021.0,1,1,1,shape,shape,shape,56
5657,211021.0,1,1,1,shape,shape,shape,57
5658,211021.0,1,1,1,shape,shape,shape,58
5659,211021.0,1,1,1,shape,shape,shape,59
5660,211021.0,1,1,3,color,color,color,60
5661,211021.0,1,1,3,color,color,color,61
5662,211021.0,1,1,3,color,color,color,62
5663,211021.0,1,1,3,color,color,color,63
5664,211021.0,1,1,3,color,color,color,64
5665,211021.0,1,1,1,shape,shape,shape,65
5666,211021.0,1,1,1,shape,shape,shape,66
5667,211021.0,1,1,1,shape,shape,shape,67
5668,211021.0,1,1,1,shape,shape,shape,68
5669,211021.0,1,1,1,shape,shape,shape,69
5670,211021.0,0,2,1,number,number,shape,70
5671,211021.0,0,2,3,number,number,color,71
5672,211021.0,1,1,2,number,number,number,72
5673,211021.0,1,1,2,number,number,number,73
5674,211021.0,1,1,2,number,number,number,74
5675,211021.0,1,1,2,number,number,number,75
5676,211021.0,1,1,2,number,number,number,76
5677,211021.0,0,2,3,shape,shape,color,77
5678,211021.0,1,1,1,shape,shape,shape,78
5679,211021.0,1,1,1,shape,shape,shape,79
5680,211021.0,1,1,1,shape,shape,shape,80
5681,211021.0,1,1,1,shape,shape,shape,81
5682,211021.0,1,1,1,shape,shape,shape,82
5683,211021.0,1,1,3,color,color,color,83
5684,211021.0,1,1,3,color,color,color,84
5685,211021.0,1,1,3,color,color,color,85
5686,211021.0,1,1,3,color,color,color,86
5687,211021.0,1,1,3,color,color,color,87
5688,211021.0,1,1,1,shape,shape,shape,88
5689,211021.0,1,1,1,shape,shape,shape,89
5690,211021.0,1,1,1,shape,shape,shape,90
5691,211021.0,1,1,1,shape,shape,shape,91
5692,211021.0,1,1,1,shape,shape,shape,92
5693,211021.0,1,1,1,shape,shape,shape,93
5694,211021.0,1,1,3,color,color,color,94
5695,211021.0,1,1,3,color,color,color,95
5696,211021.0,1,1,3,color,color,color,96
5697,211021.0,1,1,3,color,color,color,97
5698,211021.0,1,1,3,color,color,color,98
5699,211021.0,1,1,3,color,color,color,99
5700,321015.0,0,2,3,shape,shape,color,0
5701,321015.0,1,1,1,shape,shape,shape,1
5702,321015.0,1,1,1,shape,shape,shape,2
5703,321015.0,0,2,3,shape,shape,color,3
5704,321015.0,1,1,1,shape,shape,shape,4
5705,321015.0,1,1,1,shape,shape,shape,5
5706,321015.0,1,1,1,shape,shape,shape,6
5707,321015.0,1,1,1,shape,shape,shape,7
5708,321015.0,1,1,1,shape,shape,shape,8
5709,321015.0,1,1,1,shape,shape,shape,9
5710,321015.0,0,2,1,number,number,shape,10
5711,321015.0,0,2,3,number,number,color,11
5712,321015.0,1,1,2,number,number,number,12
5713,321015.0,1,1,2,number,number,number,13
5714,321015.0,0,2,3,number,number,color,14
5715,321015.0,0,2,3,number,number,color,15
5716,321015.0,0,2,1,number,number,shape,16
5717,321015.0,0,2,3,number,number,color,17
5718,321015.0,0,2,3,number,number,color,18
5719,321015.0,0,2,1,color,color,shape,19
5720,321015.0,0,2,1,color,color,shape,20
5721,321015.0,0,2,1,color,color,shape,21
5722,321015.0,1,1,3,color,color,color,22
5723,321015.0,1,1,3,color,color,color,23
5724,321015.0,1,1,3,color,color,color,24
5725,321015.0,1,1,3,color,color,color,25
5726,321015.0,1,1,3,color,color,color,26
5727,321015.0,1,1,1,shape,shape,shape,27
5728,321015.0,1,1,1,shape,shape,shape,28
5729,321015.0,1,1,1,shape,shape,shape,29
5730,321015.0,1,1,1,shape,shape,shape,30
5731,321015.0,1,1,1,shape,shape,shape,31
5732,321015.0,1,1,1,shape,shape,shape,32
5733,321015.0,1,1,1,shape,shape,shape,33
5734,321015.0,1,1,1,shape,shape,shape,34
5735,321015.0,0,2,3,number,number,color,35
5736,321015.0,0,2,3,number,number,color,36
5737,321015.0,1,1,2,number,number,number,37
5738,321015.0,1,1,2,number,number,number,38
5739,321015.0,1,1,2,number,number,number,39
5740,321015.0,1,1,2,number,number,number,40
5741,321015.0,1,1,2,number,number,number,41
5742,321015.0,0,2,1,color,color,shape,42
5743,321015.0,0,2,1,color,color,shape,43
5744,321015.0,1,1,3,color,color,color,44
5745,321015.0,1,1,3,color,color,color,45
5746,321015.0,1,1,3,color,color,color,46
5747,321015.0,0,2,3,number,number,color,47
5748,321015.0,0,2,3,number,number,color,48
5749,321015.0,1,1,2,number,number,number,49
5750,321015.0,0,2,3,number,number,color,50
5751,321015.0,1,1,2,number,number,number,51
5752,321015.0,1,1,2,number,number,number,52
5753,321015.0,0,2,3,shape,shape,color,53
5754,321015.0,0,2,3,shape,shape,color,54
5755,321015.0,1,1,1,shape,shape,shape,55
5756,321015.0,1,1,1,shape,shape,shape,56
5757,321015.0,1,1,1,shape,shape,shape,57
5758,321015.0,1,1,1,shape,shape,shape,58
5759,321015.0,1,1,1,shape,shape,shape,59
5760,321015.0,1,1,3,color,color,color,60
5761,321015.0,1,1,3,color,color,color,61
5762,321015.0,1,1,3,color,color,color,62
5763,321015.0,1,1,3,color,color,color,63
5764,321015.0,1,1,3,color,color,color,64
5765,321015.0,1,1,1,shape,shape,shape,65
5766,321015.0,1,1,1,shape,shape,shape,66
5767,321015.0,1,1,1,shape,shape,shape,67
5768,321015.0,1,1,1,shape,shape,shape,68
5769,321015.0,1,1,1,shape,shape,shape,69
5770,321015.0,0,2,3,number,number,color,70
5771,321015.0,1,1,2,number,number,number,71
5772,321015.0,1,1,2,number,number,number,72
5773,321015.0,1,1,2,number,number,number,73
5774,321015.0,1,1,2,number,number,number,74
5775,321015.0,1,1,2,number,number,number,75
5776,321015.0,1,1,2,number,number,number,76
5777,321015.0,0,2,2,shape,shape,number,77
5778,321015.0,0,2,3,shape,shape,color,78
5779,321015.0,1,1,1,shape,shape,shape,79
5780,321015.0,1,1,1,shape,shape,shape,80
5781,321015.0,1,1,1,shape,shape,shape,81
5782,321015.0,1,1,1,shape,shape,shape,82
5783,321015.0,1,1,3,color,color,color,83
5784,321015.0,1,1,3,color,color,color,84
5785,321015.0,1,1,3,color,color,color,85
5786,321015.0,1,1,3,color,color,color,86
5787,321015.0,1,1,3,color,color,color,87
5788,321015.0,1,1,1,shape,shape,shape,88
5789,321015.0,1,1,1,shape,shape,shape,89
5790,321015.0,1,1,1,shape,shape,shape,90
5791,321015.0,1,1,1,shape,shape,shape,91
5792,321015.0,1,1,1,shape,shape,shape,92
5793,321015.0,1,1,1,shape,shape,shape,93
5794,321015.0,1,1,3,color,color,color,94
5795,321015.0,1,1,3,color,color,color,95
5796,321015.0,1,1,3,color,color,color,96
5797,321015.0,1,1,3,color,color,color,97
5798,321015.0,1,1,3,color,color,color,98
5799,321015.0,1,1,3,color,color,color,99
5800,819705.0,0,2,3,shape,shape,color,0
5801,819705.0,0,2,3,shape,shape,color,1
5802,819705.0,0,2,2,shape,shape,number,2
5803,819705.0,0,2,3,shape,shape,color,3
5804,819705.0,1,1,1,shape,shape,shape,4
5805,819705.0,1,1,1,shape,shape,shape,5
5806,819705.0,1,1,1,shape,shape,shape,6
5807,819705.0,1,1,1,shape,shape,shape,7
5808,819705.0,1,1,1,shape,shape,shape,8
5809,819705.0,1,1,1,shape,shape,shape,9
5810,819705.0,0,2,3,number,number,color,10
5811,819705.0,0,2,1,number,number,shape,11
5812,819705.0,0,2,3,number,number,color,12
5813,819705.0,0,2,3,number,number,color,13
5814,819705.0,0,2,3,number,number,color,14
5815,819705.0,0,3,,number,number,time out,15
5816,819705.0,0,2,1,number,number,shape,16
5817,819705.0,0,2,3,number,number,color,17
5818,819705.0,0,2,3,number,number,color,18
5819,819705.0,0,2,1,color,color,shape,19
5820,819705.0,0,2,1,color,color,shape,20
5821,819705.0,0,2,1,color,color,shape,21
5822,819705.0,0,3,,color,color,time out,22
5823,819705.0,0,2,1,color,color,shape,23
5824,819705.0,0,2,1,color,color,shape,24
5825,819705.0,1,1,3,color,color,color,25
5826,819705.0,1,1,3,color,color,color,26
5827,819705.0,1,1,1,shape,shape,shape,27
5828,819705.0,1,1,1,shape,shape,shape,28
5829,819705.0,1,1,1,shape,shape,shape,29
5830,819705.0,1,1,1,shape,shape,shape,30
5831,819705.0,1,1,1,shape,shape,shape,31
5832,819705.0,1,1,1,shape,shape,shape,32
5833,819705.0,1,1,1,shape,shape,shape,33
5834,819705.0,1,1,1,shape,shape,shape,34
5835,819705.0,0,2,3,number,number,color,35
5836,819705.0,0,2,3,number,number,color,36
5837,819705.0,0,2,,number,number,no rule,37
5838,819705.0,1,1,2,number,number,number,38
5839,819705.0,1,1,2,number,number,number,39
5840,819705.0,1,1,2,number,number,number,40
5841,819705.0,1,1,2,number,number,number,41
5842,819705.0,0,2,1,color,color,shape,42
5843,819705.0,0,2,2,color,color,number,43
5844,819705.0,1,1,3,color,color,color,44
5845,819705.0,1,1,3,color,color,color,45
5846,819705.0,1,1,3,color,color,color,46
5847,819705.0,0,2,3,number,number,color,47
5848,819705.0,0,2,1,number,number,shape,48
5849,819705.0,0,2,1,number,number,shape,49
5850,819705.0,0,3,,number,number,time out,50
5851,819705.0,0,2,1,number,number,shape,51
5852,819705.0,1,1,2,number,number,number,52
5853,819705.0,0,2,3,shape,shape,color,53
5854,819705.0,0,2,3,shape,shape,color,54
5855,819705.0,1,1,1,shape,shape,shape,55
5856,819705.0,0,3,,shape,shape,time out,56
5857,819705.0,0,2,3,shape,shape,color,57
5858,819705.0,1,1,1,shape,shape,shape,58
5859,819705.0,0,3,,shape,shape,time out,59
5860,819705.0,1,1,3,color,color,color,60
5861,819705.0,1,1,3,color,color,color,61
5862,819705.0,1,1,3,color,color,color,62
5863,819705.0,1,1,3,color,color,color,63
5864,819705.0,1,1,3,color,color,color,64
5865,819705.0,1,1,1,shape,shape,shape,65
5866,819705.0,1,1,1,shape,shape,shape,66
5867,819705.0,1,1,1,shape,shape,shape,67
5868,819705.0,1,1,1,shape,shape,shape,68
5869,819705.0,1,1,1,shape,shape,shape,69
5870,819705.0,0,2,1,number,number,shape,70
5871,819705.0,0,2,1,number,number,shape,71
5872,819705.0,0,2,3,number,number,color,72
5873,819705.0,0,2,3,number,number,color,73
5874,819705.0,0,2,3,number,number,color,74
5875,819705.0,0,2,3,number,number,color,75
5876,819705.0,0,2,3,number,number,color,76
5877,819705.0,1,1,1,shape,shape,shape,77
5878,819705.0,1,1,1,shape,shape,shape,78
5879,819705.0,1,1,1,shape,shape,shape,79
5880,819705.0,1,1,1,shape,shape,shape,80
5881,819705.0,1,1,1,shape,shape,shape,81
5882,819705.0,1,1,1,shape,shape,shape,82
5883,819705.0,1,1,3,color,color,color,83
5884,819705.0,1,1,3,color,color,color,84
5885,819705.0,1,1,3,color,color,color,85
5886,819705.0,1,1,3,color,color,color,86
5887,819705.0,1,1,3,color,color,color,87
5888,819705.0,1,1,1,shape,shape,shape,88
5889,819705.0,0,2,3,shape,shape,color,89
5890,819705.0,1,1,1,shape,shape,shape,90
5891,819705.0,1,1,1,shape,shape,shape,91
5892,819705.0,1,1,1,shape,shape,shape,92
5893,819705.0,1,1,1,shape,shape,shape,93
5894,819705.0,0,2,1,color,color,shape,94
5895,819705.0,1,1,3,color,color,color,95
5896,819705.0,1,1,3,color,color,color,96
5897,819705.0,1,1,3,color,color,color,97
5898,819705.0,1,1,3,color,color,color,98
5899,819705.0,1,1,3,color,color,color,99
5900,612204.0,0,2,3,shape,shape,color,0
5901,612204.0,1,1,1,shape,shape,shape,1
5902,612204.0,1,1,1,shape,shape,shape,2
5903,612204.0,1,1,1,shape,shape,shape,3
5904,612204.0,1,1,1,shape,shape,shape,4
5905,612204.0,1,1,1,shape,shape,shape,5
5906,612204.0,1,1,1,shape,shape,shape,6
5907,612204.0,0,2,3,shape,shape,color,7
5908,612204.0,1,1,1,shape,shape,shape,8
5909,612204.0,1,1,1,shape,shape,shape,9
5910,612204.0,0,2,3,number,number,color,10
5911,612204.0,0,2,1,number,number,shape,11
5912,612204.0,0,2,3,number,number,color,12
5913,612204.0,0,2,3,number,number,color,13
5914,612204.0,1,1,2,number,number,number,14
5915,612204.0,1,1,2,number,number,number,15
5916,612204.0,1,1,2,number,number,number,16
5917,612204.0,1,1,2,number,number,number,17
5918,612204.0,1,1,2,number,number,number,18
5919,612204.0,0,2,1,color,color,shape,19
5920,612204.0,0,2,2,color,color,number,20
5921,612204.0,0,2,1,color,color,shape,21
5922,612204.0,0,2,2,color,color,number,22
5923,612204.0,1,1,3,color,color,color,23
5924,612204.0,1,1,3,color,color,color,24
5925,612204.0,1,1,3,color,color,color,25
5926,612204.0,1,1,3,color,color,color,26
5927,612204.0,1,1,1,shape,shape,shape,27
5928,612204.0,1,1,1,shape,shape,shape,28
5929,612204.0,1,1,1,shape,shape,shape,29
5930,612204.0,1,1,1,shape,shape,shape,30
5931,612204.0,1,1,1,shape,shape,shape,31
5932,612204.0,1,1,1,shape,shape,shape,32
5933,612204.0,1,1,1,shape,shape,shape,33
5934,612204.0,1,1,1,shape,shape,shape,34
5935,612204.0,0,2,1,number,number,shape,35
5936,612204.0,1,1,2,number,number,number,36
5937,612204.0,1,1,2,number,number,number,37
5938,612204.0,1,1,2,number,number,number,38
5939,612204.0,1,1,2,number,number,number,39
5940,612204.0,1,1,2,number,number,number,40
5941,612204.0,1,1,2,number,number,number,41
5942,612204.0,0,2,1,color,color,shape,42
5943,612204.0,1,1,3,color,color,color,43
5944,612204.0,1,1,3,color,color,color,44
5945,612204.0,1,1,3,color,color,color,45
5946,612204.0,1,1,3,color,color,color,46
5947,612204.0,0,2,3,number,number,color,47
5948,612204.0,1,1,2,number,number,number,48
5949,612204.0,1,1,2,number,number,number,49
5950,612204.0,1,1,2,number,number,number,50
5951,612204.0,1,1,2,number,number,number,51
5952,612204.0,1,1,2,number,number,number,52
5953,612204.0,0,2,3,shape,shape,color,53
5954,612204.0,1,1,1,shape,shape,shape,54
5955,612204.0,1,1,1,shape,shape,shape,55
5956,612204.0,1,1,1,shape,shape,shape,56
5957,612204.0,1,1,1,shape,shape,shape,57
5958,612204.0,1,1,1,shape,shape,shape,58
5959,612204.0,1,1,1,shape,shape,shape,59
5960,612204.0,1,1,3,color,color,color,60
5961,612204.0,1,1,3,color,color,color,61
5962,612204.0,1,1,3,color,color,color,62
5963,612204.0,1,1,3,color,color,color,63
5964,612204.0,1,1,3,color,color,color,64
5965,612204.0,1,1,1,shape,shape,shape,65
5966,612204.0,1,1,1,shape,shape,shape,66
5967,612204.0,1,1,1,shape,shape,shape,67
5968,612204.0,1,1,1,shape,shape,shape,68
5969,612204.0,1,1,1,shape,shape,shape,69
5970,612204.0,0,2,1,number,number,shape,70
5971,612204.0,1,1,2,number,number,number,71
5972,612204.0,1,1,2,number,number,number,72
5973,612204.0,1,1,2,number,number,number,73
5974,612204.0,1,1,2,number,number,number,74
5975,612204.0,1,1,2,number,number,number,75
5976,612204.0,1,1,2,number,number,number,76
5977,612204.0,0,2,3,shape,shape,color,77
5978,612204.0,1,1,1,shape,shape,shape,78
5979,612204.0,1,1,1,shape,shape,shape,79
5980,612204.0,1,1,1,shape,shape,shape,80
5981,612204.0,1,1,1,shape,shape,shape,81
5982,612204.0,1,1,1,shape,shape,shape,82
5983,612204.0,1,1,3,color,color,color,83
5984,612204.0,1,1,3,color,color,color,84
5985,612204.0,1,1,3,color,color,color,85
5986,612204.0,1,1,3,color,color,color,86
5987,612204.0,1,1,3,color,color,color,87
5988,612204.0,1,1,1,shape,shape,shape,88
5989,612204.0,1,1,1,shape,shape,shape,89
5990,612204.0,1,1,1,shape,shape,shape,90
5991,612204.0,1,1,1,shape,shape,shape,91
5992,612204.0,1,1,1,shape,shape,shape,92
5993,612204.0,1,1,1,shape,shape,shape,93
5994,612204.0,1,1,3,color,color,color,94
5995,612204.0,1,1,3,color,color,color,95
5996,612204.0,1,1,3,color,color,color,96
5997,612204.0,1,1,3,color,color,color,97
5998,612204.0,1,1,3,color,color,color,98
5999,612204.0,1,1,3,color,color,color,99
6000,358494.0,1,1,1,shape,shape,shape,0
6001,358494.0,1,1,1,shape,shape,shape,1
6002,358494.0,1,1,1,shape,shape,shape,2
6003,358494.0,1,1,1,shape,shape,shape,3
6004,358494.0,1,1,1,shape,shape,shape,4
6005,358494.0,1,1,1,shape,shape,shape,5
6006,358494.0,1,1,1,shape,shape,shape,6
6007,358494.0,1,1,1,shape,shape,shape,7
6008,358494.0,1,1,1,shape,shape,shape,8
6009,358494.0,1,1,1,shape,shape,shape,9
6010,358494.0,0,2,3,number,number,color,10
6011,358494.0,1,1,2,number,number,number,11
6012,358494.0,1,1,2,number,number,number,12
6013,358494.0,1,1,2,number,number,number,13
6014,358494.0,1,1,2,number,number,number,14
6015,358494.0,1,1,2,number,number,number,15
6016,358494.0,1,1,2,number,number,number,16
6017,358494.0,1,1,2,number,number,number,17
6018,358494.0,1,1,2,number,number,number,18
6019,358494.0,0,2,1,color,color,shape,19
6020,358494.0,0,2,1,color,color,shape,20
6021,358494.0,1,1,3,color,color,color,21
6022,358494.0,1,1,3,color,color,color,22
6023,358494.0,1,1,3,color,color,color,23
6024,358494.0,1,1,3,color,color,color,24
6025,358494.0,1,1,3,color,color,color,25
6026,358494.0,1,1,3,color,color,color,26
6027,358494.0,1,1,1,shape,shape,shape,27
6028,358494.0,1,1,1,shape,shape,shape,28
6029,358494.0,1,1,1,shape,shape,shape,29
6030,358494.0,1,1,1,shape,shape,shape,30
6031,358494.0,1,1,1,shape,shape,shape,31
6032,358494.0,1,1,1,shape,shape,shape,32
6033,358494.0,1,1,1,shape,shape,shape,33
6034,358494.0,1,1,1,shape,shape,shape,34
6035,358494.0,0,2,1,number,number,shape,35
6036,358494.0,0,2,3,number,number,color,36
6037,358494.0,1,1,2,number,number,number,37
6038,358494.0,1,1,2,number,number,number,38
6039,358494.0,1,1,2,number,number,number,39
6040,358494.0,1,1,2,number,number,number,40
6041,358494.0,1,1,2,number,number,number,41
6042,358494.0,0,2,1,color,color,shape,42
6043,358494.0,0,2,2,color,color,number,43
6044,358494.0,1,1,3,color,color,color,44
6045,358494.0,0,2,,color,color,no rule,45
6046,358494.0,1,1,3,color,color,color,46
6047,358494.0,0,2,3,number,number,color,47
6048,358494.0,0,2,3,number,number,color,48
6049,358494.0,1,1,2,number,number,number,49
6050,358494.0,1,1,2,number,number,number,50
6051,358494.0,1,1,2,number,number,number,51
6052,358494.0,1,1,2,number,number,number,52
6053,358494.0,0,2,2,shape,shape,number,53
6054,358494.0,0,2,3,shape,shape,color,54
6055,358494.0,0,2,3,shape,shape,color,55
6056,358494.0,1,1,1,shape,shape,shape,56
6057,358494.0,1,1,1,shape,shape,shape,57
6058,358494.0,1,1,1,shape,shape,shape,58
6059,358494.0,1,1,1,shape,shape,shape,59
6060,358494.0,1,1,3,color,color,color,60
6061,358494.0,0,3,,color,color,time out,61
6062,358494.0,1,1,3,color,color,color,62
6063,358494.0,1,1,3,color,color,color,63
6064,358494.0,1,1,3,color,color,color,64
6065,358494.0,1,1,1,shape,shape,shape,65
6066,358494.0,1,1,1,shape,shape,shape,66
6067,358494.0,1,1,1,shape,shape,shape,67
6068,358494.0,1,1,1,shape,shape,shape,68
6069,358494.0,1,1,1,shape,shape,shape,69
6070,358494.0,0,2,3,number,number,color,70
6071,358494.0,1,1,2,number,number,number,71
6072,358494.0,1,1,2,number,number,number,72
6073,358494.0,1,1,2,number,number,number,73
6074,358494.0,1,1,2,number,number,number,74
6075,358494.0,1,1,2,number,number,number,75
6076,358494.0,1,1,2,number,number,number,76
6077,358494.0,0,2,2,shape,shape,number,77
6078,358494.0,0,2,3,shape,shape,color,78
6079,358494.0,1,1,1,shape,shape,shape,79
6080,358494.0,1,1,1,shape,shape,shape,80
6081,358494.0,1,1,1,shape,shape,shape,81
6082,358494.0,1,1,1,shape,shape,shape,82
6083,358494.0,1,1,3,color,color,color,83
6084,358494.0,1,1,3,color,color,color,84
6085,358494.0,1,1,3,color,color,color,85
6086,358494.0,1,1,3,color,color,color,86
6087,358494.0,1,1,3,color,color,color,87
6088,358494.0,1,1,1,shape,shape,shape,88
6089,358494.0,1,1,1,shape,shape,shape,89
6090,358494.0,1,1,1,shape,shape,shape,90
6091,358494.0,1,1,1,shape,shape,shape,91
6092,358494.0,1,1,1,shape,shape,shape,92
6093,358494.0,1,1,1,shape,shape,shape,93
6094,358494.0,1,1,3,color,color,color,94
6095,358494.0,1,1,3,color,color,color,95
6096,358494.0,1,1,3,color,color,color,96
6097,358494.0,1,1,3,color,color,color,97
6098,358494.0,1,1,3,color,color,color,98
6099,358494.0,1,1,3,color,color,color,99
6100,667664.0,0,2,2,shape,shape,number,0
6101,667664.0,1,1,1,shape,shape,shape,1
6102,667664.0,1,1,1,shape,shape,shape,2
6103,667664.0,1,1,1,shape,shape,shape,3
6104,667664.0,1,1,1,shape,shape,shape,4
6105,667664.0,1,1,1,shape,shape,shape,5
6106,667664.0,1,1,1,shape,shape,shape,6
6107,667664.0,1,1,1,shape,shape,shape,7
6108,667664.0,1,1,1,shape,shape,shape,8
6109,667664.0,1,1,1,shape,shape,shape,9
6110,667664.0,0,2,1,number,number,shape,10
6111,667664.0,0,2,3,number,number,color,11
6112,667664.0,1,1,2,number,number,number,12
6113,667664.0,1,1,2,number,number,number,13
6114,667664.0,1,1,2,number,number,number,14
6115,667664.0,1,1,2,number,number,number,15
6116,667664.0,1,1,2,number,number,number,16
6117,667664.0,1,1,2,number,number,number,17
6118,667664.0,1,1,2,number,number,number,18
6119,667664.0,0,2,1,color,color,shape,19
6120,667664.0,0,2,2,color,color,number,20
6121,667664.0,1,1,3,color,color,color,21
6122,667664.0,1,1,3,color,color,color,22
6123,667664.0,1,1,3,color,color,color,23
6124,667664.0,1,1,3,color,color,color,24
6125,667664.0,1,1,3,color,color,color,25
6126,667664.0,1,1,3,color,color,color,26
6127,667664.0,1,1,1,shape,shape,shape,27
6128,667664.0,1,1,1,shape,shape,shape,28
6129,667664.0,1,1,1,shape,shape,shape,29
6130,667664.0,1,1,1,shape,shape,shape,30
6131,667664.0,1,1,1,shape,shape,shape,31
6132,667664.0,1,1,1,shape,shape,shape,32
6133,667664.0,1,1,1,shape,shape,shape,33
6134,667664.0,1,1,1,shape,shape,shape,34
6135,667664.0,0,2,3,number,number,color,35
6136,667664.0,1,1,2,number,number,number,36
6137,667664.0,1,1,2,number,number,number,37
6138,667664.0,1,1,2,number,number,number,38
6139,667664.0,0,2,1,number,number,shape,39
6140,667664.0,1,1,2,number,number,number,40
6141,667664.0,1,1,2,number,number,number,41
6142,667664.0,0,2,1,color,color,shape,42
6143,667664.0,0,2,2,color,color,number,43
6144,667664.0,1,1,3,color,color,color,44
6145,667664.0,1,1,3,color,color,color,45
6146,667664.0,1,1,3,color,color,color,46
6147,667664.0,0,2,3,number,number,color,47
6148,667664.0,1,1,2,number,number,number,48
6149,667664.0,1,1,2,number,number,number,49
6150,667664.0,1,1,2,number,number,number,50
6151,667664.0,1,1,2,number,number,number,51
6152,667664.0,0,2,3,number,number,color,52
6153,667664.0,0,2,3,shape,shape,color,53
6154,667664.0,1,1,1,shape,shape,shape,54
6155,667664.0,1,1,1,shape,shape,shape,55
6156,667664.0,1,1,1,shape,shape,shape,56
6157,667664.0,1,1,1,shape,shape,shape,57
6158,667664.0,1,1,1,shape,shape,shape,58
6159,667664.0,1,1,1,shape,shape,shape,59
6160,667664.0,1,1,3,color,color,color,60
6161,667664.0,1,1,3,color,color,color,61
6162,667664.0,1,1,3,color,color,color,62
6163,667664.0,1,1,3,color,color,color,63
6164,667664.0,1,1,3,color,color,color,64
6165,667664.0,1,1,1,shape,shape,shape,65
6166,667664.0,1,1,1,shape,shape,shape,66
6167,667664.0,1,1,1,shape,shape,shape,67
6168,667664.0,1,1,1,shape,shape,shape,68
6169,667664.0,1,1,1,shape,shape,shape,69
6170,667664.0,0,2,1,number,number,shape,70
6171,667664.0,0,2,3,number,number,color,71
6172,667664.0,1,1,2,number,number,number,72
6173,667664.0,1,1,2,number,number,number,73
6174,667664.0,1,1,2,number,number,number,74
6175,667664.0,1,1,2,number,number,number,75
6176,667664.0,1,1,2,number,number,number,76
6177,667664.0,0,2,2,shape,shape,number,77
6178,667664.0,0,2,3,shape,shape,color,78
6179,667664.0,0,2,3,shape,shape,color,79
6180,667664.0,1,1,1,shape,shape,shape,80
6181,667664.0,1,1,1,shape,shape,shape,81
6182,667664.0,0,2,2,shape,shape,number,82
6183,667664.0,1,1,3,color,color,color,83
6184,667664.0,1,1,3,color,color,color,84
6185,667664.0,1,1,3,color,color,color,85
6186,667664.0,1,1,3,color,color,color,86
6187,667664.0,1,1,3,color,color,color,87
6188,667664.0,1,1,1,shape,shape,shape,88
6189,667664.0,1,1,1,shape,shape,shape,89
6190,667664.0,1,1,1,shape,shape,shape,90
6191,667664.0,1,1,1,shape,shape,shape,91
